gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
KLF7	1	5	1	0	103.62	207.24	15	1	0.285714285714286	-Inf	1	-0.833333333333333	1	6
KLF8	5	5	0	1	72.6	145.2	15	1	1	1	1	0.5	1	10
KLHDC1	1	2	0	0	105.27	210.54	15	1	1	NA	1	NA	0	3
KLHDC10	1	2	0	1	85.8	171.6	15	1	1	1	1	0.333333333333333	1	3
KLHDC2	0	7	0	1	119.79	239.58	15	1	1	NA	1	0	1	7
KLHDC3	0	10	0	3	117.81	235.62	15	1	1	NA	1	0	3	10
KLHDC4	5	11	1	4	170.61	341.22	15	1	1	0.45	1	0.1125	5	16
KLHDC7A	8	4	1	2	97.35	194.7	15	1	0.525274725274725	0.75	1	0.333333333333333	3	12
KLHDC8A	1	3	1	0	52.14	104.28	15	1	0.4	-Inf	1	-0.75	1	4
KLHDC8B	1	2	0	1	37.95	75.9	15	1	1	1	1	0.333333333333333	1	3
KLHL10	2	15	0	2	168.3	336.6	15	1	1	1	1	0.117647058823529	2	17
KLHL11	2	6	1	1	146.19	292.38	15	1	1	-2	1	-0.25	2	8
KLHL12	0	12	0	1	147.84	295.68	15	1	1	NA	1	0	1	12
KLHL14	0	4	0	0	139.26	278.52	15	1	1	NA	1	NA	0	4
KLHL17	0	4	0	2	76.23	152.46	15	1	1	NA	1	0	2	4
KLHL18	0	7	0	2	87.78	175.56	15	1	1	NA	1	0	2	7
KLHL2	3	5	1	1	165.66	331.32	15	1	1	-0.666666666666667	1	-0.125	2	8
KLHL21	1	11	1	1	90.09	180.18	15	1	0.274725274725275	-10	1	-0.416666666666667	2	12
KLHL23-SSB	7	13	0	2	277.53	555.06	15	1	1	1	1	0.35	2	20
KLHL24	0	2	0	0	148.5	297	15	1	1	NA	1	NA	0	2
KLHL25	1	15	1	4	166.32	332.64	15	1	0.428571428571429	-2.75	1	-0.1375	5	16
KLHL26	2	7	2	2	188.1	376.2	15	1	0.53006993006993	-2.5	1	-0.277777777777778	4	9
KLHL28	1	13	0	2	176.88	353.76	15	1	1	1	1	0.0714285714285714	2	14
KLHL29	2	6	0	0	137.28	274.56	15	1	1	NA	1	NA	0	8
KLHL3	2	13	1	4	203.28	406.56	15	1	1	-0.625	1	-0.0666666666666667	5	15
KLHL30	3	7	1	4	66.33	132.66	15	1	1	0.416666666666667	1	0.1	5	10
KLHL31	1	8	0	3	188.1	376.2	15	1	1	1	1	0.111111111111111	3	9
KLHL33	0	9	0	1	118.47	236.94	15	1	1	NA	1	0	1	9
KLHL34	6	7	1	0	189.42	378.84	15	1	1	-Inf	1	-0.538461538461538	1	13
KLHL35	2	14	1	4	191.73	383.46	15	1	1	-0.75	1	-0.075	5	16
KLHL36	0	8	0	2	162.03	324.06	15	1	1	NA	1	0	2	8
KLHL4	2	6	1	1	244.86	489.72	15	1	1	-2	1	-0.25	2	8
KLHL40	1	15	1	6	224.73	449.46	15	1	0.525691699604743	-1.5	1	-0.0803571428571428	7	16
KLHL41	1	5	1	1	220.77	441.54	15	1	0.464285714285714	-4	1	-0.333333333333333	2	6
KLHL42	0	4	0	0	106.92	213.84	15	1	1	NA	1	NA	0	4
KLHL5	3	15	0	0	282.15	564.3	15	1	1	NA	1	NA	0	18
KLHL6	2	13	0	4	183.48	366.96	15	1	1	1	1	0.133333333333333	4	15
KLHL7	0	5	0	0	145.53	291.06	15	1	1	NA	1	NA	0	5
KLHL8	3	14	1	4	220.44	440.88	15	1	1	-0.166666666666667	1	-0.0235294117647059	5	17
KLK7-LOC107055482	5	2	2	0	54.12	108.24	15	1	1	-Inf	1	-0.285714285714286	2	7
KMO	4	8	2	1	209.22	418.44	15	1	0.525274725274725	-3	1	-0.333333333333333	3	12
KMT2A	18	36	4	3	1256.31	2512.62	15	1	0.240278908892317	-1.66666666666667	1	-0.238095238095238	7	54
KMT2C	29	79	11	9	1672.44	3344.88	15	1	0.0180333846985938	-2.32950191570881	1	-0.281481481481481	20	108
KMT2E	3	11	1	1	472.56	945.12	15	1	0.45	-2.66666666666667	1	-0.285714285714286	2	14
KMT5A	0	2	0	1	83.82	167.64	15	1	1	NA	1	0	1	2
KMT5B	1	5	1	2	241.23	482.46	15	1	1	-1.5	1	-0.166666666666667	3	6
KNDC1	14	19	2	3	610.17	1220.34	15	1	1	0.0952380952380952	1	0.0242424242424242	5	33
KNG1	13	8	1	2	224.07	448.14	15	1	0.550395256916996	0.692307692307692	1	0.285714285714286	3	21
KNL1	50	29	7	0	804.21	1608.42	15	1	0.0898078718396993	-Inf	1	-0.367088607594937	7	79
KNOP1	7	4	2	0	120.45	240.9	15	1	1	-Inf	1	-0.363636363636364	2	11
KNSTRN	0	3	0	1	60.39	120.78	15	1	1	NA	1	0	1	3
KNTC1	24	26	3	3	628.32	1256.64	15	1	1	-0.0833333333333333	1	-0.02	6	50
KPNA1	0	5	0	0	164.01	328.02	15	1	1	NA	1	NA	0	5
KPNA2	0	11	0	1	223.08	446.16	15	1	1	NA	1	0	1	11
KPNA3	0	2	0	0	144.21	288.42	15	1	1	NA	1	NA	0	2
KPNA4	0	5	0	0	133.65	267.3	15	1	1	NA	1	NA	0	5
KPNA5	1	5	1	2	182.49	364.98	15	1	1	-1.5	1	-0.166666666666667	3	6
KPNA6	0	6	0	1	153.78	307.56	15	1	1	NA	1	0	1	6
KPNA7	2	12	0	3	139.59	279.18	15	1	1	1	1	0.142857142857143	3	14
KPNB1	1	6	0	2	237.27	474.54	15	1	1	1	1	0.142857142857143	2	7
KREMEN1	6	3	3	0	178.2	356.4	15	1	0.509090909090909	-Inf	1	-0.333333333333333	3	9
KRIT1	0	7	0	1	253.44	506.88	15	1	1	NA	1	0	1	7
KRR1	0	2	0	0	106.59	213.18	15	1	1	NA	1	NA	0	2
KRT10	0	4	0	1	132.66	265.32	15	1	1	NA	1	0	1	4
KRT14	0	6	0	3	71.61	143.22	15	1	1	NA	1	0	3	6
KRT15	5	6	0	0	125.07	250.14	15	1	1	NA	1	NA	0	11
KRT17	0	3	0	2	89.1	178.2	15	1	1	NA	1	0	2	3
KRT19	3	7	1	0	122.1	244.2	15	1	0.363636363636364	-Inf	1	-0.7	1	10
KRT20	4	2	0	0	99.33	198.66	15	1	1	NA	1	NA	0	6
KRT222	0	2	0	1	97.68	195.36	15	1	1	NA	1	0	1	2
KRT23	5	2	2	1	160.71	321.42	15	1	1	0.2	1	0.0476190476190477	3	7
KRT5	1	7	0	1	157.74	315.48	15	1	1	1	1	0.125	1	8
KRT6A	0	6	0	1	137.28	274.56	15	1	1	NA	1	0	1	6
KRT7	3	2	0	0	102.96	205.92	15	1	1	NA	1	NA	0	5
KRT75L4	1	10	0	1	125.4	250.8	15	1	1	1	1	0.0909090909090909	1	11
KRT8	3	6	0	1	88.11	176.22	15	1	1	1	1	0.333333333333333	1	9
KRT80	4	7	1	0	170.94	341.88	15	1	0.416666666666667	-Inf	1	-0.636363636363636	1	11
KRT9L	7	6	4	1	137.28	274.56	15	1	0.595588235294118	-2.42857142857143	1	-0.261538461538462	5	13
KRTC42L	2	4	1	2	114.18	228.36	15	1	1	0	1	0	3	6
KSR1	4	12	2	2	273.9	547.8	15	1	0.54922600619195	-2	1	-0.25	4	16
KSR2	0	3	0	1	89.76	179.52	15	1	1	NA	1	0	1	3
KTN1	6	15	5	4	430.65	861.3	15	1	0.225187406296852	-2.125	1	-0.26984126984127	9	21
KY	12	13	0	2	191.07	382.14	15	1	0.487179487179487	1	1	0.48	2	25
KYAT3	3	3	1	0	136.29	272.58	15	1	1	-Inf	1	-0.5	1	6
KYNU	7	5	1	1	150.15	300.3	15	1	1	0.285714285714286	1	0.0833333333333334	2	12
L2HGDH	1	8	0	4	134.64	269.28	15	1	1	1	1	0.111111111111111	4	9
L3HYPDH	0	2	0	1	35.64	71.28	15	1	1	NA	1	0	1	2
L3MBTL1	8	12	1	0	302.94	605.88	15	1	0.428571428571429	-Inf	1	-0.6	1	20
L3MBTL2	4	10	1	2	236.61	473.22	15	1	1	-0.25	1	-0.0476190476190476	3	14
L3MBTL3	4	11	1	0	260.04	520.08	15	1	0.3125	-Inf	1	-0.733333333333333	1	15
L3MBTL4	3	6	0	1	253.44	506.88	15	1	1	1	1	0.333333333333333	1	9
LACC1	7	2	2	0	178.86	357.72	15	1	1	-Inf	1	-0.222222222222222	2	9
LACTB	2	7	0	0	122.43	244.86	15	1	1	NA	1	NA	0	9
LACTB2	3	1	0	0	70.62	141.24	15	1	1	NA	1	NA	0	4
LACTBL1	1	11	0	3	149.16	298.32	15	1	1	1	1	0.0833333333333333	3	12
LAD1	3	1	0	1	63.69	127.38	15	1	0.4	1	1	0.75	1	4
LAG3	10	3	1	3	110.55	221.1	15	1	0.0987394957983192	0.9	1	0.519230769230769	4	13
LAMA1	27	39	4	7	925.65	1851.3	15	1	1	0.174603174603175	1	0.0454545454545455	11	66
LAMA2	17	34	6	1	969.21	1938.42	15	1	0.0125661044659093	-11	1	-0.523809523809524	7	51
LAMA3	37	40	7	7	1010.46	2020.92	15	1	1	-0.0810810810810811	1	-0.0194805194805195	14	77
LAMA4	14	16	2	4	520.08	1040.16	15	1	0.672244264274625	0.428571428571429	1	0.133333333333333	6	30
LAMA5	13	63	7	14	1011.12	2022.24	15	1	0.129508250126386	-1.42307692307692	1	-0.162280701754386	21	76
LAMB1	7	30	4	7	494.34	988.68	15	1	0.245673699794296	-1.44897959183673	1	-0.174447174447174	11	37
LAMB2	5	14	1	5	146.85	293.7	15	1	1	0.44	1	0.0964912280701754	6	19
LAMB3	9	15	5	2	206.91	413.82	15	1	0.197547892720306	-3.16666666666667	1	-0.339285714285714	7	24
LAMB4	26	27	3	6	572.55	1145.1	15	1	0.482593117971366	0.480769230769231	1	0.157232704402516	9	53
LAMC1	5	11	2	2	411.18	822.36	15	1	0.586790505675955	-1.2	1	-0.1875	4	16
LAMC2	16	15	2	1	347.16	694.32	15	1	1	-0.875	1	-0.150537634408602	3	31
LAMC3	10	15	4	9	182.16	364.32	15	1	0.728083756726693	0.333333333333333	1	0.0923076923076923	13	25
LAMP1	9	11	0	1	141.24	282.48	15	1	1	1	1	0.45	1	20
LAMP2	4	4	1	1	119.79	239.58	15	1	1	0	1	0	2	8
LAMP3	4	6	0	0	124.08	248.16	15	1	1	NA	1	NA	0	10
LAMP5	2	2	1	0	54.45	108.9	15	1	1	-Inf	1	-0.5	1	4
LAMTOR3	0	3	0	0	32.34	64.68	15	1	1	NA	1	NA	0	3
LAMTOR5	0	1	0	1	20.46	40.92	15	1	1	NA	1	0	1	1
LANCL1	1	10	0	2	100.65	201.3	15	1	1	1	1	0.0909090909090909	2	11
LANCL3	4	8	1	2	163.35	326.7	15	1	1	0	1	0	3	12
LAP3	6	9	0	0	160.71	321.42	15	1	1	NA	1	NA	0	15
LAPTM4A	1	2	0	0	76.23	152.46	15	1	1	NA	1	NA	0	3
LAPTM4B	0	2	0	1	46.86	93.72	15	1	1	NA	1	0	1	2
LAPTM5	3	3	2	1	58.41	116.82	15	1	1	-1	1	-0.166666666666667	3	6
LARGE1	0	8	0	1	168.63	337.26	15	1	1	NA	1	0	1	8
LARGE2	1	12	0	4	205.26	410.52	15	1	1	1	1	0.0769230769230769	4	13
LARP1	2	17	2	3	275.88	551.76	15	1	0.179277244494636	-4.66666666666667	1	-0.294736842105263	5	19
LARP1B	9	7	0	0	299.31	598.62	15	1	1	NA	1	NA	0	16
LARP4	4	7	3	1	258.39	516.78	15	1	0.282051282051282	-4.25	1	-0.386363636363636	4	11
LARP4B	30	21	4	3	510.51	1021.02	15	1	1	0.0666666666666667	1	0.0168067226890757	7	51
LARP6	3	9	1	2	147.18	294.36	15	1	1	-0.5	1	-0.0833333333333333	3	12
LARP7	1	9	0	2	178.2	356.4	15	1	1	1	1	0.1	2	10
LARS	2	22	0	3	362.34	724.68	15	1	1	1	1	0.0833333333333333	3	24
LARS2	5	13	0	3	260.37	520.74	15	1	0.548872180451128	1	1	0.277777777777778	3	18
LAS1L	2	8	0	0	133.32	266.64	15	1	1	NA	1	NA	0	10
LASP1	1	1	0	0	42.57	85.14	15	1	1	NA	1	NA	0	2
LAT2	6	3	0	1	42.9	85.8	15	1	0.4	1	1	0.666666666666667	1	9
LATS1	0	14	0	2	358.71	717.42	15	1	1	NA	1	0	2	14
LATS2	1	18	0	2	391.38	782.76	15	1	1	1	1	0.0526315789473684	2	19
LBFABP	0	2	0	0	28.71	57.42	15	1	1	NA	1	NA	0	2
LBH	1	3	0	2	24.42	48.84	15	1	1	1	1	0.25	2	4
LBR	2	8	1	2	194.04	388.08	15	1	1	-1	1	-0.133333333333333	3	10
LCA5	10	6	2	1	242.88	485.76	15	1	1	-0.2	1	-0.0416666666666666	3	16
LCA5L	13	12	1	1	134.97	269.94	15	1	1	0.0769230769230769	1	0.02	2	25
LCAT	0	11	0	2	145.53	291.06	15	1	1	NA	1	0	2	11
LCK	0	1	0	1	29.37	58.74	15	1	1	NA	1	0	1	1
LCLAT1	3	1	0	1	88.77	177.54	15	1	0.4	1	1	0.75	1	4
LCMT1	1	2	0	0	100.98	201.96	15	1	1	NA	1	NA	0	3
LCMT2	26	12	0	1	425.7	851.4	15	1	0.333333333333333	1	1	0.684210526315789	1	38
LCN15	1	4	0	0	40.59	81.18	15	1	1	NA	1	NA	0	5
LCOR	12	19	6	2	496.98	993.96	15	1	0.112266112266112	-3.75	1	-0.362903225806452	8	31
LCORL	2	1	0	0	205.92	411.84	15	1	1	NA	1	NA	0	3
LCP1	1	12	0	0	199.65	399.3	15	1	1	NA	1	NA	0	13
LCP2	5	7	0	4	187.77	375.54	15	1	0.244505494505495	1	1	0.416666666666667	4	12
LCT	23	43	2	8	662.97	1325.94	15	1	0.482358760387011	0.532608695652174	1	0.148484848484848	10	66
LCTL	11	11	4	4	197.01	394.02	15	1	1	0	1	0	8	22
LDAH	0	3	0	0	87.78	175.56	15	1	1	NA	1	NA	0	3
LDB1	0	2	0	1	79.2	158.4	15	1	1	NA	1	0	1	2
LDB3	1	3	0	0	100.65	201.3	15	1	1	NA	1	NA	0	4
LDHA	0	3	0	1	96.69	193.38	15	1	1	NA	1	0	1	3
LDHB	0	3	0	1	77.55	155.1	15	1	1	NA	1	0	1	3
LDHD	0	2	0	1	16.17	32.34	15	1	1	NA	1	0	1	2
LDLRAD3	11	3	1	0	175.89	351.78	15	1	1	-Inf	1	-0.214285714285714	1	14
LDLRAD4	0	5	0	2	98.67	197.34	15	1	1	NA	1	0	2	5
LEAP2	1	0	1	0	28.05	56.1	15	1	1	NA	1	0	1	1
LECT2	2	3	0	1	107.91	215.82	15	1	1	1	1	0.4	1	5
LEF1	0	2	0	0	95.04	190.08	15	1	1	NA	1	NA	0	2
LEKR1	16	14	7	1	238.26	476.52	15	1	0.114273516500621	-5.125	1	-0.341666666666667	8	30
LEMD2	1	7	0	1	112.86	225.72	15	1	1	1	1	0.125	1	8
LEMD3	0	7	0	1	161.04	322.08	15	1	1	NA	1	0	1	7
LEO1	0	9	0	1	162.03	324.06	15	1	1	NA	1	0	1	9
LEPR	16	17	1	3	347.49	694.98	15	1	0.608751608751609	0.645833333333333	1	0.234848484848485	4	33
LEPROT	0	4	0	3	32.34	64.68	15	1	1	NA	1	0	3	4
LEPROTL1	1	1	0	1	23.1	46.2	15	1	1	1	1	0.5	1	2
LETM1	5	8	1	1	220.44	440.88	15	1	1	-0.6	1	-0.115384615384615	2	13
LEXM	6	3	1	0	103.95	207.9	15	1	1	-Inf	1	-0.333333333333333	1	9
LFNG	0	3	0	1	26.4	52.8	15	1	1	NA	1	0	1	3
LGALS1	2	4	0	0	53.13	106.26	15	1	1	NA	1	NA	0	6
LGALS2	0	1	0	1	37.95	75.9	15	1	1	NA	1	0	1	1
LGALS3	3	7	0	0	59.07	118.14	15	1	1	NA	1	NA	0	10
LGALS8	6	4	1	2	88.44	176.88	15	1	0.559440559440559	0.666666666666667	1	0.266666666666667	3	10
LGI2	0	6	0	1	185.46	370.92	15	1	1	NA	1	0	1	6
LGMN	1	10	0	1	158.07	316.14	15	1	1	1	1	0.0909090909090909	1	11
LGR5	1	6	1	0	315.81	631.62	15	1	0.25	-Inf	1	-0.857142857142857	1	7
LGR6	0	2	0	1	213.18	426.36	15	1	1	NA	1	0	1	2
LGSN	8	10	1	0	223.41	446.82	15	1	0.473684210526316	-Inf	1	-0.555555555555556	1	18
LHCGR	3	16	2	4	244.86	489.72	15	1	0.562281197063806	-1.66666666666667	1	-0.175438596491228	6	19
LHFP	1	0	1	0	20.79	41.58	15	1	1	NA	1	0	1	1
LHFPL2	0	5	0	0	80.19	160.38	15	1	1	NA	1	NA	0	5
LHFPL5	0	1	0	1	27.72	55.44	15	1	1	NA	1	0	1	1
LHPP	2	5	0	0	83.16	166.32	15	1	1	NA	1	NA	0	7
LHX3	1	0	1	0	27.39	54.78	15	1	1	NA	1	0	1	1
LHX4-AS1	0	2	0	1	59.07	118.14	15	1	1	NA	1	0	1	2
LHX6	0	2	0	1	52.47	104.94	15	1	1	NA	1	0	1	2
LHX8	0	3	0	0	76.89	153.78	15	1	1	NA	1	NA	0	3
LHX9	1	3	1	0	74.91	149.82	15	1	0.4	-Inf	1	-0.75	1	4
LIAS	0	8	0	2	92.73	185.46	15	1	1	NA	1	0	2	8
LIFR	4	15	0	0	317.79	635.58	15	1	1	NA	1	NA	0	19
LIG3	2	16	0	3	251.79	503.58	15	1	1	1	1	0.111111111111111	3	18
LIG4	6	9	0	0	288.75	577.5	15	1	1	NA	1	NA	0	15
LIMA1	7	9	2	2	248.82	497.64	15	1	1	-0.285714285714286	1	-0.0625	4	16
LIMCH1	26	20	7	2	522.39	1044.78	15	1	0.289231035649908	-1.69230769230769	1	-0.21256038647343	9	46
LIMD1	3	11	2	4	133.65	267.3	15	1	0.612616099071207	-0.833333333333333	1	-0.119047619047619	6	14
LIMK1	3	4	1	1	92.73	185.46	15	1	1	-0.333333333333333	1	-0.0714285714285715	2	7
LIMS1	0	5	0	0	72.93	145.86	15	1	1	NA	1	NA	0	5
LIMS1-LIMS2	1	4	0	0	112.53	225.06	15	1	1	NA	1	NA	0	5
LIN54	0	11	0	0	244.2	488.4	15	1	1	NA	1	NA	0	11
LIN7A	0	2	0	0	56.76	113.52	15	1	1	NA	1	NA	0	2
LINC00954	10	24	4	1	374.88	749.76	15	1	0.0469416785206258	-8.6	1	-0.505882352941176	5	34
LINGO1	1	2	1	1	182.82	365.64	15	1	1	-1	1	-0.166666666666667	2	3
LINGO2	2	11	1	0	170.28	340.56	15	1	0.214285714285714	-Inf	1	-0.846153846153846	1	13
LIPA	0	5	0	1	126.06	252.12	15	1	1	NA	1	0	1	5
LIPC	2	5	1	0	160.38	320.76	15	1	0.375	-Inf	1	-0.714285714285714	1	7
LIPG	5	16	0	3	99	198	15	1	1	1	1	0.238095238095238	3	21
LIPI	3	7	2	2	150.15	300.3	15	1	0.580419580419581	-1.33333333333333	1	-0.2	4	10
LIPML2	3	6	0	0	117.48	234.96	15	1	1	NA	1	NA	0	9
LIPML3	1	3	0	0	95.37	190.74	15	1	1	NA	1	NA	0	4
LIPML4	7	10	1	2	221.76	443.52	15	1	1	0.285714285714286	1	0.0784313725490196	3	17
LIPT1	10	10	2	4	114.84	229.68	15	1	0.652173913043478	0.5	1	0.166666666666667	6	20
LITAF	2	4	0	0	61.05	122.1	15	1	1	NA	1	NA	0	6
LIX1	5	6	2	1	68.31	136.62	15	1	1	-1.4	1	-0.212121212121212	3	11
LLGL2	3	17	1	0	302.28	604.56	15	1	0.19047619047619	-Inf	1	-0.85	1	20
LMAN1	0	10	0	2	167.97	335.94	15	1	1	NA	1	0	2	10
LMAN2	0	4	0	1	42.57	85.14	15	1	1	NA	1	0	1	4
LMBR1	0	3	0	0	114.18	228.36	15	1	1	NA	1	NA	0	3
LMBRD1	2	7	0	0	196.35	392.7	15	1	1	NA	1	NA	0	9
LMBRD2	9	5	0	0	197.01	394.02	15	1	1	NA	1	NA	0	14
LMCD1	2	3	2	1	64.35	128.7	15	1	1	-2	1	-0.266666666666667	3	5
LMF1	6	8	3	5	225.39	450.78	15	1	1	0.2	1	0.0535714285714285	8	14
LMINA	5	3	0	0	122.76	245.52	15	1	1	NA	1	NA	0	8
LMLN	3	6	1	3	179.19	358.38	15	1	1	0.333333333333333	1	0.0833333333333333	4	9
LMNB1	3	6	1	1	109.56	219.12	15	1	1	-1	1	-0.166666666666667	2	9
LMNB2	1	5	0	2	147.18	294.36	15	1	1	1	1	0.166666666666667	2	6
LMO1	1	3	0	0	63.69	127.38	15	1	1	NA	1	NA	0	4
LMO7	19	21	2	2	559.35	1118.7	15	1	1	-0.105263157894737	1	-0.025	4	40
LMOD1	5	6	1	3	90.09	180.18	15	1	0.604395604395604	0.6	1	0.204545454545455	4	11
LMOD2	5	7	2	0	136.29	272.58	15	1	0.461538461538462	-Inf	1	-0.583333333333333	2	12
LMOD3	2	5	1	2	110.88	221.76	15	1	1	-0.25	1	-0.0476190476190476	3	7
LMTK2	22	17	1	1	477.18	954.36	15	1	1	0.227272727272727	1	0.0641025641025641	2	39
LMX1A	2	0	0	0	26.4	52.8	15	1	1	NA	1	NA	0	2
LMX1B	0	2	0	0	108.9	217.8	15	1	1	NA	1	NA	0	2
LNPEP	7	13	2	2	270.93	541.86	15	1	0.614624505928854	-0.857142857142857	1	-0.15	4	20
LNPK	3	4	2	0	148.83	297.66	15	1	0.444444444444445	-Inf	1	-0.571428571428571	2	7
LNX1	3	7	0	2	241.89	483.78	15	1	1	1	1	0.3	2	10
LOC100857197	1	2	0	1	41.91	83.82	15	1	1	1	1	0.333333333333333	1	3
LOC100857421-LOC107049109-LOC107053040-LOC107053041-LOC112532176-LOC112532200	14	2	1	0	121.77	243.54	15	1	1	-Inf	1	-0.125	1	16
LOC100857468	2	2	1	0	46.2	92.4	15	1	1	-Inf	1	-0.5	1	4
LOC100857560-LOC101749671-LOC107050609-LOC107052549-LOC107055882-LOC107055885-LOC107055896-LOC107055944-LOC107055956-LOC107055976-LOC112529950-LOC112531710-LOC112531711-LOC112531712-LOC420615-NUPL2	3	3	1	2	50.49	100.98	15	1	1	0.5	1	0.166666666666667	3	6
LOC100857632	6	6	2	3	195.69	391.38	15	1	1	0.333333333333333	1	0.1	5	12
LOC100857698-LOC100857710-LOC100858444-LOC100859148-LOC107049929-LOC107052804-LOC107052814	0	3	0	1	66.66	133.32	15	1	1	NA	1	0	1	3
LOC100857706	13	7	2	0	83.82	167.64	15	1	1	-Inf	1	-0.35	2	20
LOC100857820-LOC101747680-LOC107049164-LOC415661-LOC415662-LOC769668	13	14	4	1	133.65	267.3	15	1	0.338153503893215	-3.30769230769231	1	-0.318518518518519	5	27
LOC100857834	0	2	0	1	28.71	57.42	15	1	1	NA	1	0	1	2
LOC100857843	2	1	1	0	21.45	42.9	15	1	1	-Inf	1	-0.333333333333333	1	3
LOC100857883	2	5	2	1	47.52	95.04	15	1	0.5	-4	1	-0.380952380952381	3	7
LOC100857892	2	1	0	1	13.86	27.72	15	1	1	1	1	0.666666666666667	1	3
LOC100858068	0	1	0	1	6.27	12.54	15	1	1	NA	1	0	1	1
LOC100858131	18	10	6	2	198.33	396.66	15	1	0.690985626731227	-0.666666666666667	1	-0.107142857142857	8	28
LOC100858196	2	2	1	2	138.6	277.2	15	1	1	0.5	1	0.166666666666667	3	4
LOC100858293	1	1	0	1	9.9	19.8	15	1	1	1	1	0.5	1	2
LOC100858347	15	8	2	4	249.48	498.96	15	1	0.19806323944255	0.733333333333333	1	0.318840579710145	6	23
LOC100858360	2	1	0	0	47.85	95.7	15	1	1	NA	1	NA	0	3
LOC100858426	0	3	0	0	34.65	69.3	15	1	1	NA	1	NA	0	3
LOC100858460	7	2	1	0	121.11	242.22	15	1	1	-Inf	1	-0.222222222222222	1	9
LOC100858579	4	3	0	0	107.25	214.5	15	1	1	NA	1	NA	0	7
LOC100858647	9	1	0	0	38.61	77.22	15	1	1	NA	1	NA	0	10
LOC100858777	1	3	0	0	114.84	229.68	15	1	1	NA	1	NA	0	4
LOC100858941	1	1	0	0	46.86	93.72	15	1	1	NA	1	NA	0	2
LOC100858942	1	1	0	1	7.59	15.18	15	1	1	1	1	0.5	1	2
LOC100858953	13	6	9	5	111.87	223.74	15	1	1	0.169230769230769	1	0.0413533834586466	14	19
LOC100858995	3	2	2	0	49.17	98.34	15	1	1	-Inf	1	-0.4	2	5
LOC100859173	1	2	0	1	96.36	192.72	15	1	1	1	1	0.333333333333333	1	3
LOC100859230	5	5	3	0	86.79	173.58	15	1	0.230769230769231	-Inf	1	-0.5	3	10
LOC100859276-RBM14	1	2	1	1	31.68	63.36	15	1	1	-1	1	-0.166666666666667	2	3
LOC100859284	0	1	0	1	3.96	7.92	15	1	1	NA	1	0	1	1
LOC100859449	2	9	0	1	117.81	235.62	15	1	1	1	1	0.181818181818182	1	11
LOC100859549	4	5	1	0	55.77	111.54	15	1	1	-Inf	1	-0.555555555555556	1	9
LOC100859602	1	4	1	0	177.54	355.08	15	1	0.333333333333333	-Inf	1	-0.8	1	5
LOC100859615	1	1	0	0	19.14	38.28	15	1	1	NA	1	NA	0	2
LOC100859636	1	2	0	0	57.75	115.5	15	1	1	NA	1	NA	0	3
LOC100859726	2	2	0	2	43.89	87.78	15	1	0.466666666666667	1	1	0.5	2	4
LOC100859837	4	4	0	2	79.2	158.4	15	1	0.466666666666667	1	1	0.5	2	8
LOC100859848	4	7	0	1	44.55	89.1	15	1	1	1	1	0.363636363636364	1	11
LOC100859850	9	3	1	0	94.05	188.1	15	1	1	-Inf	1	-0.25	1	12
LOC101747255	6	6	2	3	73.26	146.52	15	1	1	0.333333333333333	1	0.1	5	12
LOC101747310	2	5	1	3	42.9	85.8	15	1	1	0.166666666666667	1	0.0357142857142857	4	7
LOC101747338	3	4	0	1	46.2	92.4	15	1	1	1	1	0.428571428571429	1	7
LOC101747367	2	6	1	0	110.55	221.1	15	1	0.333333333333333	-Inf	1	-0.75	1	8
LOC101747386	6	2	0	1	36.3	72.6	15	1	0.333333333333333	1	1	0.75	1	8
LOC101747521	3	7	2	2	103.95	207.9	15	1	0.580419580419581	-1.33333333333333	1	-0.2	4	10
LOC101747522	0	4	0	1	26.4	52.8	15	1	1	NA	1	0	1	4
LOC101747537	7	4	0	1	62.04	124.08	15	1	0.416666666666667	1	1	0.636363636363636	1	11
LOC101747588	13	6	6	1	226.05	452.1	15	1	0.628780784432958	-1.76923076923077	1	-0.172932330827068	7	19
LOC101747660	3	6	1	3	43.89	87.78	15	1	1	0.333333333333333	1	0.0833333333333333	4	9
LOC101747799	5	2	0	2	53.79	107.58	15	1	0.166666666666667	1	1	0.714285714285714	2	7
LOC101747820	0	2	0	2	18.15	36.3	15	1	1	NA	1	0	2	2
LOC101747844	3	5	0	0	109.56	219.12	15	1	1	NA	1	NA	0	8
LOC101747868	1	4	0	1	42.57	85.14	15	1	1	1	1	0.2	1	5
LOC101747958	4	4	1	1	74.58	149.16	15	1	1	0	1	0	2	8
LOC101747995	2	0	0	0	30.69	61.38	15	1	1	NA	1	NA	0	2
LOC101748011	7	3	4	1	73.26	146.52	15	1	1	-0.714285714285714	1	-0.1	5	10
LOC101748058	4	10	1	2	301.62	603.24	15	1	1	-0.25	1	-0.0476190476190476	3	14
LOC101748060	36	26	11	2	669.57	1339.14	15	1	0.113936913463819	-2.97222222222222	1	-0.265508684863524	13	62
LOC101748065	1	2	0	0	34.32	68.64	15	1	1	NA	1	NA	0	3
LOC101748113	12	9	3	0	161.7	323.4	15	1	0.266304347826087	-Inf	1	-0.428571428571429	3	21
LOC101748153	3	4	2	1	66	132	15	1	1	-1.66666666666667	1	-0.238095238095238	3	7
