gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
CUL3	0	0	0	3	744.48	1488.96	15	2
CUL4B	0	0	0	2	821.7	1643.4	15	2
CUTA	0	0	1	1	160.38	320.76	15	2
CUX1	0	0	4	5	263.01	526.02	15	2
CUX2	0	0	24	25	1325.28	2650.56	15	2
CUZD1	0	0	11	9	593.01	1186.02	15	2
CWC22	0	0	3	2	861.96	1723.92	15	2
CWC25	0	0	2	5	426.36	852.72	15	2
CWH43	0	0	6	2	731.61	1463.22	15	2
CX3CL1	0	0	10	7	600.6	1201.2	15	2
CXCL13	0	0	5	0	116.82000000000001	233.64000000000001	15	2
CXCL13L3	0	0	1	1	104.94000000000001	209.88000000000002	15	2
CXCR1	0	0	2	8	352.44	704.88	15	2
CXCR4	0	0	0	4	363.33000000000004	726.6600000000001	15	2
CXorf65	0	0	1	3	178.20000000000002	356.40000000000003	15	2
CYB561	0	0	2	5	231.66000000000003	463.32000000000005	15	2
CYB561A3	0	0	2	2	233.64000000000001	467.28000000000003	15	2
CYB561D2	0	0	1	5	166.32000000000002	332.64000000000004	15	2
CYB5B	0	0	3	2	142.56	285.12	15	2
CYB5D2	0	0	2	6	253.44	506.88	15	2
CYB5R2	0	0	2	1	283.14	566.28	15	2
CYBA	0	0	5	7	152.13	304.26	15	2
CYBRD1	0	0	1	2	281.16	562.32	15	2
CYFIP2	0	0	0	4	1241.46	2482.92	15	2
CYGB	0	0	0	2	178.20000000000002	356.40000000000003	15	2
CYLD	0	0	2	10	945.45	1890.9	15	2
CYP11A1	0	0	5	13	502.59000000000003	1005.1800000000001	15	2
CYP19A1	0	0	1	2	498.96000000000004	997.9200000000001	15	2
CYP1A1	0	0	8	17	515.7900000000001	1031.5800000000002	15	2
CYP1A2	0	0	10	14	505.56	1011.12	15	2
CYP1C1	0	0	7	6	509.85	1019.7	15	2
CYP20A1	0	0	2	0	453.09000000000003	906.1800000000001	15	2
CYP21A1	0	0	5	7	264.33	528.66	15	2
CYP24A1	0	0	1	1	418.44	836.88	15	2
CYP26A1	0	0	1	3	487.08000000000004	974.1600000000001	15	2
CYP26B1	0	0	1	8	469.92	939.84	15	2
CYP26C1	0	0	1	2	562.32	1124.64	15	2
CYP27C1	0	0	5	3	551.4300000000001	1102.8600000000001	15	2
CYP2AB1	0	0	3	4	485.1	970.2	15	2
CYP2AB2	0	0	0	4	480.81	961.62	15	2
CYP2AB3	0	0	4	3	485.43	970.86	15	2
CYP2AB4	0	0	2	1	486.09000000000003	972.1800000000001	15	2
CYP2AB5	0	0	3	6	441.54	883.08	15	2
CYP2AC7	0	0	2	5	919.71	1839.42	15	2
CYP2C23a-CYP2C23b	0	0	0	4	490.05	980.1	15	2
CYP2C45-RP11-400G3.5	0	0	0	3	490.05	980.1	15	2
CYP2J19	0	0	6	8	494.01000000000005	988.0200000000001	15	2
CYP2J21-CYP2J22-CYP2J23	0	0	1	12	487.08000000000004	974.1600000000001	15	2
CYP2R1	0	0	3	3	424.05	848.1	15	2
CYP2U1	0	0	2	5	471.57000000000005	943.1400000000001	15	2
CYP2W2	0	0	2	0	488.07000000000005	976.1400000000001	15	2
CYP3A4	0	0	2	8	505.89000000000004	1011.7800000000001	15	2
CYP3A5	0	0	0	9	505.89000000000004	1011.7800000000001	15	2
CYP46A1	0	0	3	2	499.95000000000005	999.9000000000001	15	2
CYP4A22	0	0	3	6	462.33000000000004	924.6600000000001	15	2
CYP4V2	0	0	5	2	1045.44	2090.88	15	2
CYR61	0	0	2	2	372.24	744.48	15	2
CYTIP	0	0	1	4	322.74	645.48	15	2
CYTL1	0	0	2	0	129.69	259.38	15	2
CZH18ORF25	0	0	2	3	332.31	664.62	15	2
CZH18ORF32	0	0	1	3	99.99000000000001	199.98000000000002	15	2
CZH5ORF34	0	0	4	0	573.87	1147.74	15	2
CZH5ORF42	0	0	10	6	2235.75	4471.5	15	2
CZH9ORF3	0	0	4	1	644.1600000000001	1288.3200000000002	15	2
CZH9orf24	0	0	1	1	246.84	493.68	15	2
CZH9orf64	0	0	1	1	318.78000000000003	637.5600000000001	15	2
CZH9orf72	0	0	0	3	477.18	954.36	15	2
D2HGDH	0	0	6	10	515.13	1030.26	15	2
DAAM1	0	0	4	10	1022.0100000000001	2044.0200000000002	15	2
DAB2	0	0	4	3	1152.69	2305.38	15	2
DAB2IP	0	0	5	12	1090.3200000000002	2180.6400000000003	15	2
DACT1	0	0	2	5	723.36	1446.72	15	2
DAD1	0	0	0	2	125.73	251.46	15	2
DAGLA	0	0	2	9	998.9100000000001	1997.8200000000002	15	2
DALRD3	0	0	4	8	528	1056	15	2
DAO	0	0	1	9	338.91	677.82	15	2
DAPK1	0	0	3	4	1290.3	2580.6	15	2
DAPK2	0	0	2	11	491.04	982.08	15	2
DAPP1	0	0	2	3	259.38	518.76	15	2
DARS	0	0	1	2	500.94	1001.88	15	2
DARS2	0	0	6	5	632.61	1265.22	15	2
DAW1	0	0	3	5	411.84000000000003	823.6800000000001	15	2
DAZAP1	0	0	1	1	405.90000000000003	811.8000000000001	15	2
DAZAP2	0	0	0	4	167.31	334.62	15	2
DBF4B	0	0	14	7	774.1800000000001	1548.3600000000001	15	2
DBH	0	0	6	18	626.6700000000001	1253.3400000000001	15	2
DBN1	0	0	7	15	518.1	1036.2	15	2
DBNDD1	0	0	3	1	148.17000000000002	296.34000000000003	15	2
DBNDD2	0	0	1	2	167.97	335.94	15	2
DBNL	0	0	5	14	390.72	781.44	15	2
DBR1	0	0	2	3	556.71	1113.42	15	2
DBT	0	0	3	5	489.06	978.12	15	2
DCAF1	0	0	5	5	1711.0500000000002	3422.1000000000004	15	2
DCAF10	0	0	0	3	413.49	826.98	15	2
DCAF17	0	0	2	4	540.5400000000001	1081.0800000000002	15	2
DCAF5	0	0	4	8	950.4000000000001	1900.8000000000002	15	2
DCAF8	0	0	6	9	511.83000000000004	1023.6600000000001	15	2
DCAKD	0	0	5	6	227.70000000000002	455.40000000000003	15	2
DCDC2B	0	0	6	2	247.5	495	15	2
DCHS2	0	0	8	2	2008.38	4016.76	15	2
DCLK2	0	0	2	0	754.38	1508.76	15	2
DCLRE1A	0	0	4	0	989.01	1978.02	15	2
DCLRE1B	0	0	1	1	453.09000000000003	906.1800000000001	15	2
DCP1A	0	0	2	3	582.12	1164.24	15	2
DCP2	0	0	1	2	365.64000000000004	731.2800000000001	15	2
DCTN1	0	0	4	17	1087.02	2174.04	15	2
DCTN3	0	0	0	2	154.77	309.54	15	2
DCTN4	0	0	3	5	423.39000000000004	846.7800000000001	15	2
DD1CR	0	0	3	0	452.43	904.86	15	2
DDB1	0	0	1	16	1119.69	2239.38	15	2
DDB2	0	0	4	4	600.9300000000001	1201.8600000000001	15	2
DDEFL1	0	0	6	8	932.58	1865.16	15	2
DDHD1	0	0	2	8	604.89	1209.78	15	2
DDHD2	0	0	7	10	669.57	1339.14	15	2
DDI2	0	0	8	8	958.6500000000001	1917.3000000000002	15	2
DDIT3	0	0	8	5	183.15	366.3	15	2
DDOST	0	0	1	7	429.66	859.32	15	2
DDR1	0	0	0	6	865.26	1730.52	15	2
DDRGK1	0	0	1	2	305.91	611.82	15	2
DDTNFR23	0	0	2	5	403.59000000000003	807.1800000000001	15	2
DDX18	0	0	11	6	638.5500000000001	1277.1000000000001	15	2
DDX19B	0	0	0	2	475.53000000000003	951.0600000000001	15	2
DDX20	0	0	6	3	764.2800000000001	1528.5600000000002	15	2
DDX21	0	0	1	6	697.95	1395.9	15	2
DDX23	0	0	0	12	667.26	1334.52	15	2
DDX24	0	0	5	3	718.74	1437.48	15	2
DDX27	0	0	5	4	749.4300000000001	1498.8600000000001	15	2
DDX28	0	0	8	5	521.73	1043.46	15	2
DDX31	0	0	5	9	697.95	1395.9	15	2
DDX4	0	0	4	6	690.0300000000001	1380.0600000000002	15	2
DDX41	0	0	0	15	612.8100000000001	1225.6200000000001	15	2
DDX42	0	0	5	13	934.5600000000001	1869.1200000000001	15	2
DDX49	0	0	3	8	475.20000000000005	950.4000000000001	15	2
DDX5	0	0	2	3	597.96	1195.92	15	2
DDX51	0	0	6	3	674.85	1349.7	15	2
DDX54	0	0	6	12	830.94	1661.88	15	2
DDX55	0	0	4	1	589.0500000000001	1178.1000000000001	15	2
DDX59	0	0	5	2	619.74	1239.48	15	2
DDX6	0	0	0	2	471.24	942.48	15	2
DDX60	0	0	7	12	1832.49	3664.98	15	2
DEAF1	0	0	0	3	580.14	1160.28	15	2
DECR2	0	0	4	5	292.38	584.76	15	2
DEF6	0	0	1	10	589.71	1179.42	15	2
DEF8	0	0	1	7	439.23	878.46	15	2
DEGS2	0	0	0	4	319.77000000000004	639.5400000000001	15	2
DELE	0	0	3	3	470.58000000000004	941.1600000000001	15	2
DENND1A	0	0	3	2	1077.45	2154.9	15	2
DENND1B	0	0	3	3	734.58	1469.16	15	2
DENND2C	0	0	2	2	1029.93	2059.86	15	2
DENND2D	0	0	2	9	461.01000000000005	922.0200000000001	15	2
DENND4A	0	0	7	21	1799.8200000000002	3599.6400000000003	15	2
DENND5A	0	0	2	14	1251.03	2502.06	15	2
DENND6A	0	0	0	4	558.36	1116.72	15	2
DENR	0	0	0	4	169.29000000000002	338.58000000000004	15	2
DEPDC1	0	0	11	8	804.87	1609.74	15	2
DEPDC1B	0	0	2	2	618.09	1236.18	15	2
DEPDC7	0	0	3	3	514.8000000000001	1029.6000000000001	15	2
DEPTOR	0	0	4	3	388.74	777.48	15	2
DES	0	0	0	5	384.12	768.24	15	2
DET1	0	0	0	5	546.48	1092.96	15	2
DFFA	0	0	1	1	308.88	617.76	15	2
DFNB59	0	0	1	1	354.42	708.84	15	2
DGCR2	0	0	0	2	537.57	1075.14	15	2
DGKD	0	0	0	4	1205.8200000000002	2411.6400000000003	15	2
DGKE	0	0	1	2	566.28	1132.56	15	2
DGKG	0	0	9	13	858.99	1717.98	15	2
DGKK	0	0	3	31	1024.65	2049.3	15	2
DGKQ	0	0	9	5	771.87	1543.74	15	2
DGKZ	0	0	7	10	1071.18	2142.36	15	2
DGUOK	0	0	0	2	493.68	987.36	15	2
DHCR24	0	0	2	0	464.64000000000004	929.2800000000001	15	2
DHCR7	0	0	2	3	470.25	940.5	15	2
DHODH	0	0	3	2	401.61	803.22	15	2
DHRS11	0	0	4	9	524.0400000000001	1048.0800000000002	15	2
DHRS13	0	0	3	2	197.01000000000002	394.02000000000004	15	2
DHRS7	0	0	0	2	332.31	664.62	15	2
DHRS7B	0	0	1	5	321.75	643.5	15	2
DHX15	0	0	0	3	755.37	1510.74	15	2
DHX29	0	0	2	5	1374.45	2748.9	15	2
DHX32	0	0	9	5	732.9300000000001	1465.8600000000001	15	2
DHX33	0	0	4	12	771.87	1543.74	15	2
DHX34	0	0	20	25	1083.72	2167.44	15	2
DHX35	0	0	5	6	696.96	1393.92	15	2
DHX36	0	0	1	19	929.94	1859.88	15	2
DHX38	0	0	0	4	1225.6200000000001	2451.2400000000002	15	2
DHX40	0	0	3	4	702.9	1405.8	15	2
DHX58	0	0	7	13	633.9300000000001	1267.8600000000001	15	2
DHX8	0	0	2	9	1181.0700000000002	2362.1400000000003	15	2
DIABLO	0	0	2	4	239.58	479.16	15	2
DIAPH2	0	0	1	1	514.14	1028.28	15	2
DICER1	0	0	2	0	1934.7900000000002	3869.5800000000004	15	2
DIMT1	0	0	0	2	340.56	681.12	15	2
DIO1	0	0	1	5	197.01000000000002	394.02000000000004	15	2
DIP2A	0	0	5	4	1407.78	2815.56	15	2
DIP2B	0	0	6	20	1617.3300000000002	3234.6600000000003	15	2
DIRAS1	0	0	0	2	196.35000000000002	392.70000000000005	15	2
DIRC2	0	0	2	1	487.08000000000004	974.1600000000001	15	2
DIS3L	0	0	12	6	1041.48	2082.96	15	2
DIS3L2	0	0	7	20	1205.8200000000002	2411.6400000000003	15	2
DISP2	0	0	5	14	1468.17	2936.34	15	2
DISP3	0	0	1	6	1284.03	2568.06	15	2
DIXDC1	0	0	2	3	683.1	1366.2	15	2
DKC1	0	0	0	6	490.05	980.1	15	2
DKK1	0	0	1	2	232.65	465.3	15	2
DKK3	0	0	2	4	328.02000000000004	656.0400000000001	15	2
DLAT	0	0	4	4	546.48	1092.96	15	2
DLC1	0	0	3	6	1421.64	2843.28	15	2
DLG1	0	0	3	4	832.59	1665.18	15	2
DLG3	0	0	8	24	806.52	1613.04	15	2
DLG5	0	0	4	3	1895.19	3790.38	15	2
DLGAP3	0	0	8	13	934.23	1868.46	15	2
DLGAP4	0	0	2	0	1025.31	2050.62	15	2
DLGAP5	0	0	13	4	778.14	1556.28	15	2
DLK1	0	0	1	3	384.12	768.24	15	2
DLL4	0	0	0	2	677.1600000000001	1354.3200000000002	15	2
DLST	0	0	1	7	433.62	867.24	15	2
DLX3	0	0	0	5	281.16	562.32	15	2
DLX4	0	0	2	1	243.54000000000002	487.08000000000004	15	2
DMAP1	0	0	1	2	460.35	920.7	15	2
DMBT1	0	0	1	2	254.43	508.86	15	2
DMBT1L-DMBT1L3	0	0	19	12	860.97	1721.94	15	2
DMBX1	0	0	2	7	359.37	718.74	15	2
DMGDH	0	0	3	5	881.76	1763.52	15	2
DMP1	0	0	6	4	426.69	853.38	15	2
DMRT1	0	0	0	3	203.28	406.56	15	2
DMRT2	0	0	0	3	456.39000000000004	912.7800000000001	15	2
DMRTA2	0	0	0	2	437.25	874.5	15	2
DMXL1	0	0	10	12	2957.13	5914.26	15	2
DMXL2	0	0	10	24	3042.27	6084.54	15	2
DNA2	0	0	10	12	1642.74	3285.48	15	2
DNAAF2	0	0	16	8	778.14	1556.28	15	2
DNAAF5	0	0	5	0	826.6500000000001	1653.3000000000002	15	2
DNAH1	0	0	27	29	4339.17	8678.34	15	2
DNAH10	0	0	16	21	4540.8	9081.6	15	2
DNAH12	0	0	10	20	3897.3	7794.6	15	2
DNAH17	0	0	20	83	4416.39	8832.78	15	2
DNAH3	0	0	9	7	4031.28	8062.56	15	2
DNAH7	0	0	16	23	3963.96	7927.92	15	2
DNAH9	0	0	15	23	3601.6200000000003	7203.240000000001	15	2
DNAI1	0	0	1	3	725.01	1450.02	15	2
DNAI2	0	0	6	12	642.51	1285.02	15	2
DNAJA1	0	0	0	2	390.72	781.44	15	2
DNAJA2	0	0	0	4	387.42	774.84	15	2
DNAJA4	0	0	1	3	392.70000000000005	785.4000000000001	15	2
DNAJB11	0	0	0	2	358.38	716.76	15	2
DNAJB14	0	0	1	2	377.19	754.38	15	2
DNAJB2	0	0	3	5	276.54	553.08	15	2
DNAJB5	0	0	1	5	355.08000000000004	710.1600000000001	15	2
DNAJB8	0	0	2	2	222.75	445.5	15	2
DNAJC11	0	0	4	1	533.28	1066.56	15	2
DNAJC12	0	0	2	1	195.69	391.38	15	2
DNAJC16	0	0	5	11	712.47	1424.94	15	2
DNAJC17	0	0	2	0	283.14	566.28	15	2
DNAJC18	0	0	0	2	355.41	710.82	15	2
DNAJC21	0	0	1	1	515.13	1030.26	15	2
DNAJC22	0	0	5	8	317.79	635.58	15	2
DNAJC24	0	0	0	5	145.53	291.06	15	2
DNAJC25	0	0	1	1	338.91	677.82	15	2
DNAJC5	0	0	0	3	197.01000000000002	394.02000000000004	15	2
DNAJC6	0	0	2	7	976.1400000000001	1952.2800000000002	15	2
DNAJC7	0	0	1	3	491.04	982.08	15	2
DNAJC9	0	0	1	3	272.25	544.5	15	2
DNAL1	0	0	0	3	208.89000000000001	417.78000000000003	15	2
DNALI1	0	0	1	2	254.43	508.86	15	2
DNASE1L3	0	0	1	7	304.92	609.84	15	2
DNASE2B	0	0	2	1	357.39000000000004	714.7800000000001	15	2
DND1	0	0	1	4	325.71000000000004	651.4200000000001	15	2
DNER	0	0	4	8	638.5500000000001	1277.1000000000001	15	2
DNLZ	0	0	1	2	168.3	336.6	15	2
DNM1	0	0	3	14	926.6400000000001	1853.2800000000002	15	2
DNMBP	0	0	7	2	741.51	1483.02	15	2
DNMT3B	0	0	4	13	748.44	1496.88	15	2
DNPEP	0	0	3	9	468.93	937.86	15	2
DNTTIP2	0	0	11	6	805.86	1611.72	15	2
DOC2B	0	0	0	10	395.01	790.02	15	2
DOCK1	0	0	5	11	994.2900000000001	1988.5800000000002	15	2
DOCK10	0	0	13	16	2169.75	4339.5	15	2
DOCK11	0	0	4	7	1932.48	3864.96	15	2
DOCK2	0	0	3	4	1597.2	3194.4	15	2
DOCK2L	0	0	8	29	1786.95	3573.9	15	2
DOCK5	0	0	3	14	1829.52	3659.04	15	2
DOCK7	0	0	1	8	1496.88	2993.76	15	2
DOCK8	0	0	2	8	2027.19	4054.38	15	2
DOHH	0	0	3	2	206.58	413.16	15	2
DOK1	0	0	1	4	564.96	1129.92	15	2
DOK2	0	0	8	12	481.14000000000004	962.2800000000001	15	2
DOK4	0	0	1	1	350.13	700.26	15	2
DOK5	0	0	2	1	311.85	623.7	15	2
DOLK	0	0	4	6	518.76	1037.52	15	2
DOLPP1	0	0	2	3	261.69	523.38	15	2
DOT1L	0	0	0	5	1571.46	3142.92	15	2
DPAGT1	0	0	2	0	402.93	805.86	15	2
DPCD	0	0	2	2	197.67000000000002	395.34000000000003	15	2
DPEP1	0	0	4	9	410.85	821.7	15	2
DPEP2	0	0	1	2	418.77000000000004	837.5400000000001	15	2
DPF3	0	0	2	3	401.61	803.22	15	2
DPH1	0	0	7	11	411.51000000000005	823.0200000000001	15	2
DPH2	0	0	11	17	429.66	859.32	15	2
DPH5	0	0	0	2	283.14	566.28	15	2
DPH7	0	0	3	7	510.84000000000003	1021.6800000000001	15	2
DPM1	0	0	1	1	240.57000000000002	481.14000000000004	15	2
DPP10	0	0	2	1	622.71	1245.42	15	2
DPP4	0	0	1	1	749.4300000000001	1498.8600000000001	15	2
DPP7	0	0	0	2	305.91	611.82	15	2
DPP8	0	0	1	9	874.1700000000001	1748.3400000000001	15	2
DPP9	0	0	4	12	926.97	1853.94	15	2
DPYD	0	0	10	7	915.75	1831.5	15	2
DPYSL2	0	0	4	12	700.9200000000001	1401.8400000000001	15	2
DPYSL4	0	0	7	10	564.3000000000001	1128.6000000000001	15	2
DRAM2	0	0	3	3	264.33	528.66	15	2
DRAXIN	0	0	3	5	346.5	693	15	2
DRC3	0	0	10	4	545.1600000000001	1090.3200000000002	15	2
DRC7	0	0	6	2	791.01	1582.02	15	2
DRCC1	0	0	2	1	417.78000000000003	835.5600000000001	15	2
DRD1	0	0	0	2	447.48	894.96	15	2
DRD2	0	0	1	4	442.53000000000003	885.0600000000001	15	2
DRD4	0	0	2	1	369.27000000000004	738.5400000000001	15	2
DRD5	0	0	1	3	481.47	962.94	15	2
DRG2	0	0	0	6	349.14000000000004	698.2800000000001	15	2
DRGX	0	0	2	1	258.39	516.78	15	2
DRP2	0	0	9	24	929.61	1859.22	15	2
DSCAML1	0	0	2	35	1862.19	3724.38	15	2
DSTYK	0	0	1	11	909.1500000000001	1818.3000000000002	15	2
DTHD1	0	0	5	1	845.46	1690.92	15	2
DTX1	0	0	5	8	523.71	1047.42	15	2
DTX2	0	0	6	19	545.49	1090.98	15	2
DTX3L	0	0	9	10	733.59	1467.18	15	2
DTX4	0	0	4	4	551.76	1103.52	15	2
DTYMK	0	0	1	6	210.87	421.74	15	2
DUOX2	0	0	6	9	1514.3700000000001	3028.7400000000002	15	2
DUOXA1L	0	0	3	5	319.77000000000004	639.5400000000001	15	2
DUOXA2	0	0	2	4	324.72	649.44	15	2
DUPD1	0	0	1	1	215.82000000000002	431.64000000000004	15	2
DUS1L	0	0	3	1	529.65	1059.3	15	2
DUSP1	0	0	0	3	366.3	732.6	15	2
DUSP11RC1I	0	0	3	2	659.34	1318.68	15	2
DUSP13	0	0	7	1	219.78	439.56	15	2
DUSP13L	0	0	2	3	188.10000000000002	376.20000000000005	15	2
DUSP14	0	0	1	1	197.01000000000002	394.02000000000004	15	2
DUSP15	0	0	1	1	212.85000000000002	425.70000000000005	15	2
DUSP19	0	0	0	2	211.86	423.72	15	2
DUSP26	0	0	0	2	194.04000000000002	388.08000000000004	15	2
DUSP28	0	0	2	4	152.46	304.92	15	2
DUSP5	0	0	0	2	326.04	652.08	15	2
DUSP7	0	0	0	3	376.53000000000003	753.0600000000001	15	2
DUSP8	0	0	3	6	549.45	1098.9	15	2
DVL3	0	0	1	11	667.59	1335.18	15	2
DYDC1	0	0	1	1	137.61	275.22	15	2
DYM	0	0	5	2	531.63	1063.26	15	2
DYNC1H1	0	0	3	17	4539.4800000000005	9078.960000000001	15	2
DYNLRB2	0	0	1	1	96.03	192.06	15	2
DYRK3	0	0	2	3	557.0400000000001	1114.0800000000002	15	2
DYSF	0	0	18	37	2019.93	4039.86	15	2
DYX1C1	0	0	10	9	424.71000000000004	849.4200000000001	15	2
DZIP1L	0	0	8	7	491.04	982.08	15	2
E2F1	0	0	7	12	362.67	725.34	15	2
E2F2	0	0	4	8	326.37	652.74	15	2
E2F4	0	0	0	4	350.13	700.26	15	2
E2F8	0	0	3	5	889.6800000000001	1779.3600000000001	15	2
E4F1	0	0	1	6	660	1320	15	2
EAAT5L	0	0	3	10	540.5400000000001	1081.0800000000002	15	2
EAF2	0	0	2	1	228.36	456.72	15	2
EAPP	0	0	3	5	285.12	570.24	15	2
EBF2	0	0	2	14	356.40000000000003	712.8000000000001	15	2
ECD	0	0	13	2	663.3000000000001	1326.6000000000001	15	2
ECEL1	0	0	1	12	754.38	1508.76	15	2
ECHS1	0	0	1	1	278.85	557.7	15	2
ECM2	0	0	3	4	703.89	1407.78	15	2
ECSCR	0	0	4	3	241.56	483.12	15	2
ECT2	0	0	4	7	876.1500000000001	1752.3000000000002	15	2
EDBETA	0	0	0	2	106.92	213.84	15	2
EDC3	0	0	0	9	501.93	1003.86	15	2
EDC4	0	0	4	10	1383.69	2767.38	15	2
EDCH5	0	0	6	8	197.01000000000002	394.02000000000004	15	2
EDEM1	0	0	0	5	510.84000000000003	1021.6800000000001	15	2
EDEM2	0	0	2	8	534.6	1069.2	15	2
EDEM3	0	0	1	4	881.76	1763.52	15	2
EDGH	0	0	5	8	295.02000000000004	590.0400000000001	15	2
EDIL3	0	0	1	1	315.81	631.62	15	2
EDMTF1-EDMTF2-EDMTF3-LOC110231148	0	0	4	3	179.19	358.38	15	2
EDN2	0	0	1	2	180.18	360.36	15	2
EDNRB2	0	0	14	13	643.5	1287	15	2
EDPE	0	0	1	5	296.01	592.02	15	2
EDQCM	0	0	1	2	174.24	348.48	15	2
EDQM1	0	0	4	1	204.60000000000002	409.20000000000005	15	2
EDQREP	0	0	4	7	331.32	662.64	15	2
EDRF1	0	0	6	7	1215.72	2431.44	15	2
EDWM	0	0	4	4	219.78	439.56	15	2
EDYM1	0	0	2	1	152.46	304.92	15	2
EDYM2	0	0	5	5	319.77000000000004	639.5400000000001	15	2
EEF1A2	0	0	0	10	459.36	918.72	15	2
EEF2KMT	0	0	4	3	335.61	671.22	15	2
EEFSEC	0	0	1	4	554.4	1108.8	15	2
EFCAB14	0	0	7	3	475.20000000000005	950.4000000000001	15	2
EFCAB5	0	0	12	5	1233.54	2467.08	15	2
EFCAB7	0	0	5	4	624.69	1249.38	15	2
EFCC1	0	0	10	8	621.72	1243.44	15	2
EFHD2	0	0	2	8	220.77	441.54	15	2
EFL1	0	0	7	1	1088.01	2176.02	15	2
EFNA2	0	0	1	4	168.3	336.6	15	2
EFNA5	0	0	2	0	214.5	429	15	2
EFTUD2	0	0	1	12	963.2700000000001	1926.5400000000002	15	2
EGF	0	0	12	9	1236.18	2472.36	15	2
EGFL7	0	0	3	5	273.24	546.48	15	2
EGFLAM	0	0	5	1	963.2700000000001	1926.5400000000002	15	2
EGLN3	0	0	0	3	239.58	479.16	15	2
EGR1	0	0	1	1	505.89000000000004	1011.7800000000001	15	2
EGR4	0	0	5	7	486.09000000000003	972.1800000000001	15	2
EHHADH	0	0	5	3	719.73	1439.46	15	2
EHMT1	0	0	4	5	1317.69	2635.38	15	2
EIF2A	0	0	1	4	682.11	1364.22	15	2
EIF2AK1	0	0	2	1	634.59	1269.18	15	2
EIF2AK3	0	0	6	10	1054.3500000000001	2108.7000000000003	15	2
EIF2B1	0	0	0	4	299.97	599.94	15	2
EIF2B2	0	0	1	5	348.48	696.96	15	2
EIF2B3	0	0	1	2	448.47	896.94	15	2
EIF2B5	0	0	6	12	697.2900000000001	1394.5800000000002	15	2
EIF2D	0	0	11	6	594	1188	15	2
EIF2S2	0	0	0	2	331.32	662.64	15	2
EIF3A	0	0	2	8	1371.15	2742.3	15	2
EIF3B	0	0	0	5	815.76	1631.52	15	2
EIF3F	0	0	1	3	276.21000000000004	552.4200000000001	15	2
EIF3I	0	0	0	7	321.75	643.5	15	2
EIF3J	0	0	0	2	336.93	673.86	15	2
EIF3M	0	0	0	4	370.92	741.84	15	2
EIF4A2	0	0	0	2	403.92	807.84	15	2
EIF4B	0	0	2	3	419.76000000000005	839.5200000000001	15	2
EIF4E1B	0	0	1	9	209.88000000000002	419.76000000000005	15	2
EIF4G1	0	0	12	26	1555.95	3111.9	15	2
EIF4G2	0	0	4	7	967.8900000000001	1935.7800000000002	15	2
EIF4G3	0	0	7	10	1681.3500000000001	3362.7000000000003	15	2
EIF5	0	0	0	2	426.69	853.38	15	2
EIF5A2-LOC107050352-RPL22L1	0	0	0	3	251.46	502.92	15	2
EIF6	0	0	0	3	242.88000000000002	485.76000000000005	15	2
ELAC2	0	0	3	4	818.73	1637.46	15	2
ELAVL2	0	0	2	0	407.88	815.76	15	2
ELAVL4	0	0	5	8	429.99	859.98	15	2
ELF2	0	0	1	7	589.0500000000001	1178.1000000000001	15	2
ELF3	0	0	2	5	368.28000000000003	736.5600000000001	15	2
ELFN1	0	0	1	7	789.0300000000001	1578.0600000000002	15	2
ELK4	0	0	2	3	444.51000000000005	889.0200000000001	15	2
ELL	0	0	3	5	561.33	1122.66	15	2
ELL2	0	0	3	7	531.63	1063.26	15	2
ELMO2	0	0	1	2	725.6700000000001	1451.3400000000001	15	2
ELMO3	0	0	3	9	712.8000000000001	1425.6000000000001	15	2
ELMOD2	0	0	2	1	295.02000000000004	590.0400000000001	15	2
ELMSAN1	0	0	2	8	1103.8500000000001	2207.7000000000003	15	2
ELOVL1	0	0	0	3	308.88	617.76	15	2
ELOVL3	0	0	3	4	267.3	534.6	15	2
ELP4	0	0	1	3	373.23	746.46	15	2
EMC1	0	0	6	11	976.1400000000001	1952.2800000000002	15	2
EMC3	0	0	0	3	259.38	518.76	15	2
EME1	0	0	7	7	521.73	1043.46	15	2
EMID1	0	0	5	13	765.27	1530.54	15	2
EMILIN3	0	0	4	9	743.49	1486.98	15	2
EML1	0	0	0	5	858.33	1716.66	15	2
EML5	0	0	4	15	1913.67	3827.34	15	2
ENC1	0	0	0	6	584.1	1168.2	15	2
ENDOG	0	0	10	10	298.98	597.96	15	2
ENDOU	0	0	2	5	358.38	716.76	15	2
ENDOV	0	0	3	4	265.32	530.64	15	2
ENG	0	0	6	20	632.2800000000001	1264.5600000000002	15	2
ENGASE	0	0	10	17	675.1800000000001	1350.3600000000001	15	2
ENO1	0	0	0	4	430.65000000000003	861.3000000000001	15	2
ENO4	0	0	7	3	620.73	1241.46	15	2
ENOPH1	0	0	0	2	205.26000000000002	410.52000000000004	15	2
ENOX2	0	0	1	2	654.0600000000001	1308.1200000000001	15	2
ENPEP	0	0	4	8	939.51	1879.02	15	2
ENPP7	0	0	1	8	424.71000000000004	849.4200000000001	15	2
ENSA	0	0	2	6	116.82000000000001	233.64000000000001	15	2
ENTPD1	0	0	2	2	495.99	991.98	15	2
ENTPD2L	0	0	11	4	488.07000000000005	976.1400000000001	15	2
ENTPD4	0	0	1	16	602.9100000000001	1205.8200000000002	15	2
ENTPD8	0	0	4	2	492.69	985.38	15	2
