gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
CLCN2	0	0	6	18	854.04	1708.08	15	2	1	NA	1	NA	24	0	-4.09357489574703	0.146728409647647	neut	-1.97342324304969	-2.29812341802619	-0.852340797799085	-0.564445471996177	0.00430068208764345	neg	-1.57523210791264	-3.49890335201264	0.206959423074722	0.100463560551976	0.426415227806711	neg
CLCN3	0	0	0	8	758.01	1516.02	15	2	1	NA	1	NA	8	0	-4.70788452829072	-0.120046688072618	neg	-2.41396560818167	-2.84120818872185	-0.944115970740691	-0.563070163124493	0.00200184326481869	neg	-1.89266207973127	-4.50828905310125	0.493030727166898	0.190977919147873	1.27299847040443	neut
CLCN5	0	0	1	2	812.79	1625.58	15	2	1	NA	1	NA	3	0	-4.38963272117228	-0.0187347087431915	neg	-2.20418371495774	-2.30152725689474	-0.325655982695278	-0.556714694717718	0.000947122677208798	neg	-1.31359161979501	-3.99277614678069	0.803029500030269	0.299002718884329	2.15668797204123	neut
CLCN6	0	0	1	7	861.3	1722.6	15	2	1	NA	1	NA	8	0	-4.51389056854778	-0.0773912551747098	neg	-2.29564091186125	-2.58823480592908	-0.740469221918888	-0.562010454909689	0.00171484632591651	neg	-1.66435201392399	-4.20842603658429	0.58814265356085	0.233477481224306	1.48158387911797	neut
CLCNKB	0	0	7	8	580.47	1160.94	15	2	1	NA	1	NA	15	0	-3.66502570760266	0.461021322161795	neut	-1.60200219272043	-1.74798078370653	-0.170547026054707	-0.56186850934536	0.0031049512949218	neg	-0.959263904880617	-2.80937934907311	0.383146707949821	0.174146973901214	0.84320288155349	neg
CLDN1	0	0	0	2	209.88	419.76	15	2	1	NA	1	NA	2	0	-4.54488272852248	0.383103689666139	neut	-2.08088951942817	-2.54376593710959	-0.382214031708268	-0.559793692001959	0.00181183931927127	neg	-1.46298998440893	-3.72091271119406	0.231541593064399	0.0785698832132316	0.682348787742381	neg
CLDN11	0	0	2	6	205.92	411.84	15	2	1	NA	1	NA	8	0	-4.17690256160052	0.62387547133746	neut	-1.77651354513153	-2.37276585272163	-0.431148723201724	-0.563275994125749	0.00447674396884977	neg	-1.40195728796167	-3.12084510889615	0.246111522631375	0.0932115083377092	0.649761976377566	neg
CLDN16	0	0	1	1	245.52	491.04	15	2	1	NA	1	NA	2	0	-4.2993560314165	0.475808972786698	neut	-1.9117735293149	-2.23134030362483	-0.108710204615246	-0.556983002164857	0.00153929339223097	neg	-1.17002525412004	-3.3769181690909	0.310358726117546	0.107384288378064	0.896987501504883	neg
CLDN16L	0	0	5	1	228.69	457.38	15	2	1	NA	1	NA	6	0	-3.47960123235037	0.862588248061218	neut	-1.30850649214458	-1.46477466400241	0.455215991531619	-0.556020079927588	0.00232979702702355	neut	-0.504779336235394	-2.317659346528	0.603637171400916	0.23112877370798	1.57654060597878	neut
CLDN18	0	0	0	5	257.4	514.8	15	2	1	NA	1	NA	5	0	-4.58506964883658	0.30984323756895	neut	-2.13761320563381	-2.7372916105482	-0.673976033403295	-0.562928834061626	0.00286874358074608	neg	-1.70563382197575	-3.84351599770288	0.181661899475242	0.0647441151361921	0.509668670841977	neg
CLDN19	0	0	2	1	209.88	419.76	15	2	1	NA	1	NA	3	0	-4.05983256459671	0.654914001985871	neut	-1.70245928130542	-2.01077067085267	0.0734508516726551	-0.556850391894994	0.0018680940119882	neut	-0.96865990959001	-2.98640153399796	0.379591776766739	0.133882002705174	1.07618719248506	neut
CLDN2	0	0	4	4	229.68	459.36	15	2	1	NA	1	NA	8	0	-3.77808421816588	0.776390005900749	neut	-1.50084710613256	-1.87305974660735	0.00458090054538507	-0.560960815494999	0.003534738377246	neut	-0.934239423030983	-2.63628394092901	0.392887309950579	0.153652559027182	1.00457515081958	neut
CLDN3	0	0	0	2	212.52	425.04	15	2	1	NA	1	NA	2	0	-4.54539115665621	0.379326097615178	neut	-2.08303252952052	-2.54349686759958	-0.383062603396567	-0.55977385461381	0.00180149374542088	neg	-1.46327973549807	-3.72547262092337	0.231474519852458	0.0785910272725974	0.681770010948519	neg
CLDN4	0	0	0	3	187.77	375.54	15	2	1	NA	1	NA	3	0	-4.54571386874582	0.416089513684484	neut	-2.06481217753067	-2.61840868759967	-0.473237524796372	-0.56145490273761	0.00236609694931928	neg	-1.54582310619802	-3.68687804149865	0.213136175820629	0.072918302131155	0.622981391944579	neg
CLDN5	0	0	0	3	214.83	429.66	15	2	1	NA	1	NA	3	0	-4.55290672021613	0.375466507560885	neut	-2.08872010632762	-2.61458614108272	-0.48169843352681	-0.561256247426943	0.00221209385403329	neg	-1.54814228730477	-3.73760093579047	0.21264245884076	0.073197620494452	0.61773246680717	neg
CLDN9	0	0	0	2	212.85	425.7	15	2	1	NA	1	NA	2	0	-4.54545424286536	0.378856016120736	neut	-2.08329911337231	-2.54346343147785	-0.38316803550915	-0.559771386001525	0.00180021113310591	neg	-1.4633157334935	-3.72604022415091	0.231466188189762	0.0785936551519438	0.681698134217467	neg
CLEC16A	0	0	1	5	1026.63	2053.26	15	2	1	NA	1	NA	6	0	-4.48161063560655	-0.144456732557582	neg	-2.31303368408207	-2.47915194062382	-0.601984504672995	-0.560174843060889	0.00120747544131956	neg	-1.54056822264841	-4.2509482116645	0.670693275529815	0.26235687867419	1.7145311257513	neut
CLEC18B	0	0	6	10	396.33	792.66	15	2	1	NA	1	NA	16	0	-3.78645345959527	0.585521152701864	neut	-1.6004661534467	-1.96556393448067	-0.364034061257338	-0.563449883962165	0.00490749848016667	neg	-1.16479899786901	-2.80671578483877	0.311985034813468	0.140073981990778	0.69486732456158	neg
CLEC3A	0	0	1	1	192.06	384.12	15	2	1	NA	1	NA	2	0	-4.28780834174486	0.56033512202955	neut	-1.86373660985766	-2.23096099460881	-0.0849620990611628	-0.557398628810177	0.00172183809354762	neg	-1.15796154683499	-3.28425340719432	0.314125579410444	0.107425026714345	0.918542505479144	neg
CLEC5A	0	0	2	2	176.55	353.1	15	2	1	NA	1	NA	4	0	-4.0693604741597	0.715172895497467	neut	-1.67709378933111	-2.08953098830822	-0.0181167791639107	-0.559249353782522	0.00250466540725066	neg	-1.05382388373606	-2.94116300680918	0.348583435982153	0.123743425819967	0.982033708559108	neg
CLGN	0	0	0	3	633.27	1266.54	15	2	1	NA	1	NA	3	0	-4.60654534206697	-0.0163444330711555	neg	-2.31144488756906	-2.58256014302116	-0.551886052032408	-0.559319107394744	0.00119773858620176	neg	-1.56722309752678	-4.24704266097615	0.652600990213348	0.236422696502686	1.80136491212779	neut
CLIC2	0	0	1	3	242.55	485.1	15	2	1	NA	1	NA	4	0	-4.33148720555748	0.473309948142958	neut	-1.92908862870726	-2.3813779367267	-0.315092302236834	-0.560656640246277	0.00231021177504343	neg	-1.34823511948177	-3.41081313969958	0.259692667028396	0.0924240877820419	0.729736890839504	neg
CLINT1	0	0	1	2	643.5	1287	15	2	1	NA	1	NA	3	0	-4.37427338772853	0.0858809129396296	neut	-2.14419623739445	-2.30296735994852	-0.304260742547393	-0.557215637962273	0.00109594930471362	neg	-1.30361405124796	-3.85800634554896	0.271541113933339	0.0999731018966577	0.737677216873079	neg
CLIP1	0	0	10	14	2253.24	4506.48	15	2	1	NA	1	NA	24	0	-3.8111469809727	-0.177946394945155	neg	-1.99454668795893	-1.76815806161154	-0.440441651264427	-0.561925575636108	0.00154119248520675	neg	-1.10429985643798	-3.54156880354149	0.906173290384503	0.466552105568986	1.76003785897635	neut
CLIP2	0	0	5	24	1030.59	2061.18	15	2	1	NA	1	NA	29	0	-4.3271027250142	-0.0321476902842157	neg	-2.17962520764921	-2.59352678366965	-1.17279191677694	-0.565079140941585	0.00473108460387936	neg	-1.8831593502233	-3.93698199874454	0.449595389873634	0.220959993989815	0.914807945490302	neg
CLK1	0	0	1	7	456.39	912.78	15	2	1	NA	1	NA	8	0	-4.46169331358314	0.198311227923821	neut	-2.13169104282966	-2.61003760203716	-0.707529447741956	-0.563023076265434	0.00274850092532335	neg	-1.65878352488956	-3.8305272080017	0.190399889233293	0.0735313759357598	0.492853729138365	neg
CLK3	0	0	1	8	491.04	982.08	15	2	1	NA	1	NA	9	0	-4.48843054915085	0.159748905428368	neut	-2.16434082186124	-2.6581116585685	-0.784067416774121	-0.563403144906366	0.00291078270939903	neg	-1.72108953767131	-3.90270290373961	0.17888004029277	0.070079010246716	0.456543222652276	neg
CLMN	0	0	5	2	858.33	1716.66	15	2	1	NA	1	NA	7	0	-3.73489721014998	0.224989555802716	neut	-1.75495382717363	-1.63129657306554	0.136382519788373	-0.555441233593753	0.00114258658994626	neut	-0.747457026638582	-3.08132449684867	0.473565430093736	0.195675794872235	1.14610726530955	neut
CLMP	0	0	1	5	382.14	764.28	15	2	1	NA	1	NA	6	0	-4.4052007405714	0.286467517203585	neut	-2.05936661168391	-2.50328078162343	-0.535758361236013	-0.561980253703068	0.00240876753475879	neg	-1.51951957142972	-3.67540812745607	0.218816596950699	0.0818043891343393	0.585221603866516	neg
CLN6	0	0	0	4	287.43	574.86	15	2	1	NA	1	NA	4	0	-4.57993749201942	0.277649395535768	neut	-2.15114404824183	-2.67134523666657	-0.592259810735286	-0.561922463949501	0.00227307693786343	neg	-1.63180252370093	-3.87336305319586	0.195576747761425	0.0691571483723305	0.553060053170749	neg
CLNK	0	0	0	5	522.06	1044.12	15	2	1	NA	1	NA	5	0	-4.63120930984452	0.0520486666249553	neut	-2.28958032160978	-2.7075472628202	-0.710047838663425	-0.561832032886155	0.00182522136849353	neg	-1.70879755074181	-4.19372889491153	0.181088802227895	0.0666985193904144	0.491614268816642	neg
CLOCK	0	0	4	1	894.96	1789.92	15	2	1	NA	1	NA	5	0	-3.84217744663372	0.158816390877662	neut	-1.84168052787803	-1.70306430689628	0.134011839792915	-0.553520042061441	0.000924113082319442	neut	-0.784526233551684	-3.24237861798579	0.456333818480701	0.182128745628363	1.14339257104301	neut
CLP1	0	0	0	11	421.74	843.48	15	2	1	NA	1	NA	11	0	-4.71057546732844	0.0918628690458205	neut	-2.30935629914131	-3.00634869880191	-1.11850807008752	-0.564778195676667	0.0042149831967909	neg	-2.06242838444472	-4.24191504236306	0.127142541069794	0.0494737899352845	0.326766809068504	neg
CLPS	0	0	3	4	117.81	235.62	15	2	1	NA	1	NA	7	0	-3.87378142847548	0.958752477221814	neut	-1.45751447562683	-2.03653409600083	-0.0400481458007853	-0.562208458934482	0.00500836458198576	neg	-1.03829112090081	-2.56345976349093	0.354084978345911	0.13047728786921	0.960733662414417	neg
CLPX	0	0	2	6	615.78	1231.56	15	2	1	NA	1	NA	8	0	-4.28730587500051	0.165363152456608	neut	-2.06097136127195	-2.35763439741837	-0.515517519113996	-0.561607174698241	0.00206721285518503	neg	-1.43657595826618	-3.67879203997305	0.237738345192539	0.0946660730811955	0.597189321513776	neg
CLRN1	0	0	2	6	230.67	461.34	15	2	1	NA	1	NA	8	0	-4.18910688834807	0.580434738292096	neut	-1.80433607502799	-2.37118894371264	-0.440265139882804	-0.563126604465797	0.00414652226132725	neg	-1.40572704179772	-3.17234175370198	0.245185620163117	0.0933551806604107	0.643865346495954	neg
CLRN3	0	0	3	5	225.72	451.44	15	2	1	NA	1	NA	8	0	-3.98017461518136	0.694171208366723	neut	-1.64300170340732	-2.11750816866103	-0.213687363064742	-0.56217789346447	0.00389222236437486	neg	-1.16559776586288	-2.88095005049508	0.31173592375152	0.120329877101403	0.807600588378887	neg
CLSPN	0	0	13	16	1306.8	2613.6	15	2	1	NA	1	NA	29	0	-3.55601447477691	0.17137796922468	neut	-1.69231825277612	-1.60243227305101	-0.341824339244717	-0.562967181713502	0.00284656010691296	neg	-0.972128306147864	-2.96826717357238	0.37827769784887	0.201383846326436	0.710457895327353	neg
CLSTN1	0	0	0	7	990.99	1981.98	15	2	1	NA	1	NA	7	0	-4.70717012467322	-0.230051157959318	neg	-2.46861064131627	-2.78096252861704	-0.886008643778784	-0.562110834774117	0.00147327857711441	neg	-1.83348558619791	-4.65578917681816	0.536024960638856	0.207831826714582	1.38254776248536	neut
CLSTN2	0	0	6	5	892.98	1785.96	15	2	1	NA	1	NA	11	0	-3.7373928399864	0.227644941949769	neut	-1.75487394901832	-1.7059320815263	-0.0574654158052187	-0.559094963788301	0.00162172724947945	neg	-0.881698748665758	-3.08117868151849	0.414078722248385	0.18160779037839	0.944147176978972	neg
CLTB	0	0	1	6	208.89	417.78	15	2	1	NA	1	NA	7	0	-4.37191497032597	0.504497628011478	neut	-1.93370867115724	-2.58011065332011	-0.581473887129589	-0.563532954510793	0.00413922148093942	neg	-1.58079227022485	-3.4199150086011	0.20581189707053	0.0757654421585564	0.559061535822895	neg
CLTC	0	0	0	11	1659.24	3318.48	15	2	1	NA	1	NA	11	0	-4.81335525504131	-0.490168152167919	neg	-2.65176170360462	-2.92013651138666	-1.13775308727254	-0.563072590264718	0.00139963214268643	neg	-2.0289447993296	-5.19912433007091	0.479759067809454	0.196785441552577	1.16967246696093	neut
CLTCL1	0	0	2	18	1654.29	3308.58	15	2	1	NA	1	NA	20	0	-4.63103660666127	-0.389448028755569	neg	-2.51024231770842	-2.81132747699566	-1.22702867637206	-0.5642863803784	0.00226360112190338	neg	-2.01917807668386	-4.77238573554557	0.453664773919541	0.205452065409191	1.00174239225235	neut
CLUH	0	0	4	18	1540.11	3080.22	15	2	1	NA	1	NA	22	0	-4.37937365369366	-0.24209061472792	neg	-2.31073213421079	-2.53154380798515	-1.03570635911857	-0.564071841278826	0.00248364938223021	neg	-1.78362508355186	-4.24529197520697	0.52543756707364	0.248718300181031	1.11003491750719	neut
CMIP	0	0	0	6	704.88	1409.76	15	2	1	NA	1	NA	6	0	-4.66733439494021	-0.0765781367604808	neg	-2.37195626585034	-2.74798976628716	-0.80156574170591	-0.562062144641317	0.00168885045441434	neg	-1.77477775399654	-4.39891749945924	0.544496067794333	0.205752982489652	1.44100469115879	neut
CMPK1	0	0	0	2	195.03	390.06	15	2	1	NA	1	NA	2	0	-4.54189185190213	0.404936897877453	neut	-2.06847747701234	-2.54533435665763	-0.377263049435052	-0.559908323294642	0.00187299912368104	neg	-1.46129870304634	-3.69461052705514	0.231933488023923	0.0784467465326851	0.685735463986523	neg
CMYA5	0	0	39	17	4373.82	8747.64	15	2	1	NA	1	NA	56	0	-2.94831077272903	-0.0883425652057663	neg	-1.5183266689674	-0.618729758258104	0.351885005193203	-0.561303505562274	0.00110982578777251	neut	-0.133422376532451	-2.66588070998254	1.95890468295991	1.2057332202683	3.18262100662339	pos
CNBP	0	0	0	2	170.28	340.56	15	2	1	NA	1	NA	2	0	-4.53633908176201	0.443763488082414	neut	-2.0462877968398	-2.54818163975582	-0.368255232881631	-0.560112020481946	0.00198779504298229	neg	-1.45821843631873	-3.64803740618838	0.232648934808802	0.0782236988143112	0.691940351107031	neg
CNGA1	0	0	3	6	638.55	1277.1	15	2	1	NA	1	NA	9	0	-4.12892109235028	0.222153358516054	neut	-1.95338386691711	-2.18492922246623	-0.399263855391902	-0.561248979580819	0.00210122768356078	neg	-1.29209653892907	-3.4588501677831	0.274686275305112	0.112485316192026	0.670813462587364	neg
CNGA2	0	0	14	9	653.07	1306.14	15	2	1	NA	1	NA	23	0	-3.13371061561302	0.58825319970354	neut	-1.27272870795474	-1.19059188156792	0.179796801259845	-0.561610667060497	0.00341938661516693	neut	-0.505397540154038	-2.25947756102757	0.603264087719087	0.304040603424436	1.19697009093221	neut
CNGB1	0	0	12	18	1162.59	2325.18	15	2	1	NA	1	NA	30	0	-3.64760150734991	0.194444152639	neut	-1.72657867735545	-1.74461002081894	-0.480343447330018	-0.563592348309798	0.00345996737701059	neg	-1.11247673407448	-3.02979098370416	0.32874361462535	0.174732801495663	0.618570083897511	neg
CNKSR1	0	0	14	19	590.7	1181.4	15	2	1	NA	1	NA	33	0	-3.42406950413234	0.584461166834012	neut	-1.41980416864916	-1.62230814570404	-0.384851514057722	-0.564343438419321	0.00676314557685408	neg	-1.00357982988088	-2.50062777932087	0.36657094370621	0.197447391781214	0.680551474366362	neg
CNKSR2L	0	0	2	3	992.64	1985.28	15	2	1	NA	1	NA	5	0	-4.24861409341769	-0.0358841662744416	neg	-2.14224912984606	-2.17622365405759	-0.302383530650376	-0.557522117904276	0.0010177952272884	neg	-1.23930359235398	-3.8537143670618	0.842473737894296	0.330108934021104	2.15009068090909	neut
CNN2	0	0	0	11	239.58	479.16	15	2	1	NA	1	NA	11	0	-4.65597565414913	0.288892160546296	neut	-2.18354174680142	-3.0451198199515	-1.11103499682769	-0.565268583135001	0.00651651227899241	neg	-2.07807740838959	-3.94586095729259	0.125168667565251	0.0475980012424231	0.32921792038774	neg
CNN3	0	0	0	3	328.68	657.36	15	2	1	NA	1	NA	3	0	-4.57484996206153	0.23491953970795	neut	-2.16996521117679	-2.60218932148743	-0.509013852374878	-0.560563482373485	0.0017634973254265	neg	-1.55560158693115	-3.91529146646616	0.211062228554144	0.0741108220353079	0.601086261913963	neg
CNOT6	0	0	0	4	552.42	1104.84	15	2	1	NA	1	NA	4	0	-4.61728384110053	0.0348455642255052	neut	-2.29121913843751	-2.64773490194699	-0.630276030350688	-0.560799719937737	0.00152260677867626	neg	-1.63900546614884	-4.1976970679533	0.194174496281848	0.070810334229684	0.532431524274588	neg
CNOT7	0	0	0	2	283.14	566.28	15	2	1	NA	1	NA	2	0	-4.55695776202125	0.287987362600237	neut	-2.1344851997105	-2.53718426796746	-0.402902992266155	-0.559294244531555	0.00157087243892283	neg	-1.47004363011681	-3.83664961549024	0.229914279259607	0.0790887198028731	0.668376712006272	neg
CNOT8	0	0	1	2	290.07	580.14	15	2	1	NA	1	NA	3	0	-4.32520110658972	0.41212066514371	neut	-1.95654022072301	-2.30754329034264	-0.230120997869908	-0.558794122905928	0.00173604468870629	neg	-1.26883214410627	-3.46513262970258	0.281154508488532	0.0995127667856103	0.794423421448133	neg
CNOT9	0	0	0	3	289.08	578.16	15	2	1	NA	1	NA	3	0	-4.56835772640015	0.279285735445328	neut	-2.14453599547741	-2.6059743778444	-0.500693703281159	-0.560782846682388	0.00189247733169653	neg	-1.55333404056278	-3.85875579347041	0.211541355868346	0.0738308019907622	0.606108630889999	neg
CNP	0	0	1	6	399.96	799.92	15	2	1	NA	1	NA	7	0	-4.42979412204446	0.260262549158323	neut	-2.08476578644307	-2.56008091421147	-0.622009172757572	-0.562634236769532	0.00267149342115931	neg	-1.59104504348452	-3.72916454688205	0.20371254558027	0.0772983817361535	0.536850678698311	neg
CNPPD1	0	0	5	10	417.78	835.56	15	2	1	NA	1	NA	15	0	-3.9154599546453	0.508033381820765	neut	-1.70371328641227	-2.09774264947744	-0.458097530292215	-0.563539481339851	0.0045888214942866	neg	-1.27792008988483	-2.98864833836338	0.278609563160774	0.122731591733426	0.632485306361301	neg
CNTF	0	0	2	3	195.03	390.06	15	2	1	NA	1	NA	5	0	-4.10081649817729	0.671790288900961	neut	-1.71451310463816	-2.1679885447249	-0.136460099976123	-0.560637401022761	0.00287194253579138	neg	-1.15222432235051	-3.00803897727837	0.315933004395306	0.114406975194636	0.872439694303348	neg
CNTFR	0	0	0	3	377.85	755.7	15	2	1	NA	1	NA	3	0	-4.58177252287719	0.184891479580251	neut	-2.19844052164847	-2.59804866978484	-0.518095811645095	-0.560315700013835	0.00163009429459643	neg	-1.55807224071497	-3.97965587529329	0.210541419660464	0.0744183615171313	0.595651414146809	neg
CNTLN	0	0	6	0	737.55	1475.1	15	2	1	NA	1	NA	6	0	-3.48007827732216	0.356276982784397	neut	-1.56190064726888	-1.3283921125246	0.469171419282522	-0.551381370200305	0.00100414558606956	neut	-0.429610346621039	-2.74019365678173	0.65076233090402	0.264896433161863	1.59866855721576	neut
CNTN2	0	0	2	13	1016.73	2033.46	15	2	1	NA	1	NA	15	0	-4.49514174137511	-0.123055933294983	neg	-2.30909883733504	-2.66413174839727	-0.989305331062681	-0.563855254549181	0.00256706039254969	neg	-1.82671853972997	-4.24128346832147	0.502921696698158	0.217682174824018	1.16195163215845	neut
CNTN3	0	0	5	11	892.98	1785.96	15	2	1	NA	1	NA	16	0	-4.04431704637902	0.131512560165047	neut	-1.95640224310699	-2.14720505126178	-0.574166030882343	-0.562867954363596	0.00265444824822314	neg	-1.36068554107206	-3.46485779344213	0.256479915235098	0.116809401005082	0.563164190875591	neg
CNTN4	0	0	3	9	1019.7	2039.4	15	2	1	NA	1	NA	12	0	-4.26377820862916	-0.0282058553377964	neg	-2.14599203198348	-2.33701284476528	-0.648912128732071	-0.562244078508589	0.00194104491056614	neg	-1.49296248674867	-3.86196932650603	0.654760354770712	0.281519357673994	1.52282237450004	neut
CNTN6	0	0	7	3	1032.9	2065.8	15	2	1	NA	1	NA	10	0	-3.57023787050596	0.209162979877668	neut	-1.68053744531414	-1.46486661419901	0.18444824140856	-0.556381242672677	0.0012072898803836	neut	-0.640209186395225	-2.94730063051678	0.527169740541367	0.231107524374569	1.2025511953167	neut
CNTNAP1	0	0	3	36	1312.74	2625.48	15	2	1	NA	1	NA	39	0	-4.72060815035732	-0.314795699890655	neg	-2.51770192512399	-3.1044861855553	-1.6845924767271	-0.565756841456963	0.0055971588300746	neg	-2.3945393311412	-4.79368187771098	0.312748441957273	0.153769042460533	0.636093998735536	neg
CNTNAP5	0	0	3	8	1265.88	2531.76	15	2	1	NA	1	NA	11	0	-4.26239564151368	-0.126792960306176	neg	-2.19459430090993	-2.28709432871507	-0.596194887810744	-0.561358842321235	0.00149725015411156	neg	-1.44164460826291	-3.9708966427034	0.70362564268126	0.302110988119001	1.63876160120609	neut
CNTRL	0	0	21	16	2311.65	4623.3	15	2	1	NA	1	NA	37	0	-3.27653700994914	0.0297324798459264	neut	-1.62340226505161	-1.16797392478779	-0.0432759277947422	-0.56190938574286	0.00178974250104883	neg	-0.605624926291267	-2.84659856126045	0.545717839513899	0.310996047458928	0.957638013847429	neg
COA7	0	0	2	1	229.68	459.36	15	2	1	NA	1	NA	3	0	-4.06624699676427	0.620313125387295	neut	-1.72296693568849	-2.01260078156804	0.062587108265312	-0.556694834122176	0.00178602420810275	neut	-0.975006836651363	-3.02326964222065	0.377190601101739	0.133637242222268	1.06456066902066	neut
COBLL1	0	0	5	4	1148.4	2296.8	15	2	1	NA	1	NA	9	0	-3.86125842296912	0.0631317386573269	neut	-1.8990633421559	-1.78025936862706	-0.0876736540657408	-0.557716452953547	0.00116847121779748	neg	-0.933966511346401	-3.35221520663859	0.392994822191404	0.168584575901384	0.916055419360439	neg
COCH	0	0	2	1	532.62	1065.24	15	2	1	NA	1	NA	3	0	-4.13084924625374	0.266705392550054	neut	-1.93207192685184	-2.0293866494179	-0.038992299500326	-0.555094637972902	0.00112594980744871	neg	-1.03418947445911	-3.41668159380746	0.35553675855106	0.131413067442724	0.961748455216486	neg
COG1	0	0	19	18	924.99	1849.98	15	2	1	NA	1	NA	37	0	-3.20809023697433	0.454606943858721	neut	-1.3767416465578	-1.30258847900031	-0.147713228727233	-0.563511981893982	0.00444215368861071	neg	-0.725150853863773	-2.42943534245475	0.484246205754903	0.271819705648518	0.862677413447561	neg
COG7	0	0	6	6	760.98	1521.96	15	2	1	NA	1	NA	12	0	-3.74867154855749	0.300096905402977	neut	-1.72428732157726	-1.76070198416759	-0.123037212228221	-0.560260760501098	0.00202934758645648	neg	-0.941869598197904	-3.02565272519641	0.389898390553553	0.171894310448043	0.88422873732443	neg
COG8	0	0	0	5	187.11	374.22	15	2	1	NA	1	NA	5	0	-4.56190036850352	0.410827686850606	neut	-2.07553634082646	-2.75068645352121	-0.657762287093603	-0.563341853018843	0.00346682283048477	neg	-1.70422437030741	-3.70954656878807	0.181917823634929	0.063882790916776	0.517998382994481	neg
COIL	0	0	2	1	605.55	1211.1	15	2	1	NA	1	NA	3	0	-4.14162676586241	0.208531216902486	neut	-1.96654777447996	-2.03184428402426	-0.0542822305072935	-0.554832175686332	0.00104304874271404	neg	-1.04306325726578	-3.48511644236402	0.35240383617103	0.131090546685302	0.947157013057266	neg
COL11A1	0	0	11	5	1902.78	3805.56	15	2	1	NA	1	NA	16	0	-3.43363653361375	0.00645444381421068	neut	-1.71359104489977	-1.25453763798152	0.19716760357639	-0.557186159064795	0.00098532319820155	neut	-0.528685017202563	-3.00638057639729	0.589376424575352	0.285204031996805	1.21794565380366	neut
COL13A1	0	0	8	7	724.68	1449.36	15	2	1	NA	1	NA	15	0	-3.56262404535674	0.394501785268043	neut	-1.58406113004435	-1.59089011966337	-0.0411392241688106	-0.560774462131295	0.00242934865645839	neg	-0.816014671916091	-2.77833820338156	0.442189407042579	0.203744107833023	0.959686131574047	neg
COL16A1	0	0	15	38	1522.62	3045.24	15	2	1	NA	1	NA	53	0	-3.85749666759025	0.0234094230550719	neut	-1.91704362226759	-2.0710421281522	-0.999814785988435	-0.565178756263758	0.00544239576088568	neg	-1.53542845707032	-3.38720494144352	0.215363143344858	0.126052235910414	0.367952571516637	neg
COL17A1	0	0	10	13	1480.05	2960.1	15	2	1	NA	1	NA	23	0	-3.70867243479744	0.0475447332739174	neut	-1.83056385076176	-1.71904371525167	-0.361421414217109	-0.562199583061855	0.00210889202498329	neg	-1.04023256473439	-3.22141639989487	0.353400008004715	0.179245684768478	0.696685141863923	neg
COL18A1	0	0	21	30	1432.53	2865.06	15	2	1	NA	1	NA	51	0	-3.45002612606223	0.205542316507755	neut	-1.62224190477724	-1.57143840210684	-0.544378757791735	-0.564501530424191	0.00469705252830692	neg	-1.05790857994929	-2.84462467601025	0.347167800810095	0.207746049948994	0.580197447325208	neg
COL1A1	0	0	6	10	879.78	1759.56	15	2	1	NA	1	NA	16	0	-3.9017022324731	0.193931393825546	neut	-1.85388541932378	-1.97693064001721	-0.425906734718915	-0.562334940224691	0.00254558743863061	neg	-1.20141868736806	-3.26550559175092	0.300766339312049	0.13848983662989	0.653176985309475	neg
COL20A1	0	0	18	24	1458.27	2916.54	15	2	1	NA	1	NA	42	0	-3.47940490118151	0.173267338542752	neut	-1.65306878131938	-1.56174172896585	-0.458319329719149	-0.563970261847715	0.00373846703614808	neg	-1.0100305293425	-2.89867685594464	0.364216231145728	0.209770268382168	0.632345034562069	neg
COL24A1	0	0	4	6	1650.33	3300.66	15	2	1	NA	1	NA	10	0	-4.1073763986173	-0.188245552089296	neg	-2.1478109753533	-2.04016481161146	-0.375842294453812	-0.559211393214849	0.00104313543617919	neg	-1.20800355303263	-3.86598783682256	0.871309997486071	0.379114921140583	2.00254763559167	neut
COL26A1	0	0	7	9	557.37	1114.74	15	2	1	NA	1	NA	16	0	-3.69318652198694	0.472989436363804	neut	-1.61009854281157	-1.80093863881802	-0.240285771597631	-0.562427185779006	0.00349572289984487	neg	-1.02061220520783	-2.82344245915162	0.360387563854082	0.165143744610793	0.786410271951101	neg
COL2A1L	0	0	37	29	1612.05	3224.1	15	2	1	NA	1	NA	66	0	-2.9491334659065	0.333662979647714	neut	-1.30773524312939	-0.977520444631545	-0.0719539961044607	-0.56406705763588	0.00423504051651904	neg	-0.524737220368003	-2.31639516119916	0.591708085755351	0.376243911162032	0.930567898206974	neg
COL3A1	0	0	0	5	1445.4	2890.8	15	2	1	NA	1	NA	5	0	-4.69051736587846	-0.391350642078523	neg	-2.54093400397849	-2.66609925177521	-0.760548900770163	-0.559883329111137	0.000893839068250113	neg	-1.71332407627268	-4.86081904681658	0.624682448204636	0.240918569145682	1.61973743085576	neut
