gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
JARID2	3	11	2	6	1221	2442	15	1	1	-0.222222222222222	1	-0.0357142857142857	8	14
JAZF1	1	7	0	2	187.11	374.22	15	1	1	1	1	0.125	2	8
JCHAIN	9	8	0	4	159.39	318.78	15	1	0.103759398496241	1	0.983379501385042	0.529411764705882	4	17
JDP2	0	2	0	2	162.36	324.72	15	1	1	NA	1	0	2	2
JKAMP	0	21	2	11	307.56	615.12	15	1	0.13903743315508	-Inf	1	-0.153846153846154	13	21
JMJD1C	14	79	8	17	2171.4	4342.8	15	1	0.0796620065035359	-1.65546218487395	0.936566440349175	-0.169462365591398	25	93
JMJD4	2	17	3	3	418.77	837.54	15	1	0.0698475437605872	-7.5	0.898784491674081	-0.394736842105263	6	19
JMJD6	0	20	2	7	368.28	736.56	15	1	0.0886699507389163	-Inf	0.953024314709457	-0.222222222222222	9	20
JMY	29	29	8	8	894.96	1789.92	15	1	1	0	1	0	16	58
JOSD1	1	4	0	3	200.97	401.94	15	1	1	1	1	0.2	3	5
JPH1	1	18	3	2	567.27	1134.54	15	1	0.0183512140033879	-26	0.677255339142531	-0.547368421052632	5	19
JPH2-LOC107054877	13	39	3	15	620.73	1241.46	15	1	0.745363670071064	0.4	1	0.0833333333333333	18	52
JPH3	0	11	0	11	735.24	1470.48	15	1	1	NA	1	0	11	11
JPT1	1	3	0	2	137.94	275.88	15	1	1	1	1	0.25	2	4
JPT2	4	14	2	1	172.59	345.18	15	1	0.184210526315789	-6	1	-0.444444444444444	3	18
JUN	1	7	0	8	286.44	572.88	15	1	1	1	1	0.125	8	8
JUND	1	5	0	5	184.8	369.6	15	1	1	1	1	0.166666666666667	5	6
JUP	0	14	1	18	606.21	1212.42	15	1	1	-Inf	1	-0.0526315789473684	19	14
K123	6	18	3	2	276.21	552.42	15	1	0.287230011367942	-3.5	1	-0.35	5	24
KALRN	10	86	9	9	2346.63	4693.26	15	1	0.000301166488148429	-7.6	0.145403180478062	-0.395833333333333	18	96
KANK1	26	88	9	11	1333.86	2667.72	15	1	0.0522606305262216	-1.76923076923077	0.843251957917679	-0.221929824561404	20	114
KANK3	27	34	10	32	920.37	1840.74	15	1	0.0385533459113747	0.606481481481481	0.789311843512415	0.204527712724434	42	61
KANK4	45	54	14	16	987.36	1974.72	15	1	1	-0.05	1	-0.0121212121212121	30	99
KANSL1	16	31	10	11	1123.98	2247.96	15	1	0.418247966735589	-0.761363636363636	1	-0.135764944275583	21	47
KANSL1L	38	55	8	6	1532.85	3065.7	15	1	0.264767165178284	-0.929824561403509	1	-0.162826420890937	14	93
KANSL2	2	29	1	6	442.2	884.4	15	1	0.467164532954007	-1.41666666666667	1	-0.0783410138248848	7	31
KANSL3	7	37	10	16	1132.56	2265.12	15	1	0.045235975641808	-2.30357142857143	0.822543273817637	-0.225524475524476	26	44
KARS	9	25	2	3	576.18	1152.36	15	1	0.608819345661451	-0.851851851851852	1	-0.135294117647059	5	34
KAT14	2	30	0	6	774.18	1548.36	15	1	1	1	1	0.0625	6	32
KAT2B	10	21	1	1	792	1584	15	1	1	-1.1	1	-0.17741935483871	2	31
KAT6A	22	65	2	8	2028.84	4057.68	15	1	1	0.261363636363636	1	0.0528735632183908	10	87
KAT6B	12	43	6	11	1821.27	3642.54	15	1	0.337876428243626	-0.954545454545455	1	-0.13475935828877	17	55
KAT7	1	21	1	4	600.93	1201.86	15	1	0.341880341880342	-4.25	1	-0.154545454545455	5	22
KATNA1	0	11	0	0	491.04	982.08	15	1	1	NA	1	NA	0	11
KATNAL2	9	20	1	2	519.75	1039.5	15	1	1	-0.111111111111111	1	-0.0229885057471264	3	29
KATNB1	1	28	1	2	638.55	1277.1	15	1	0.181451612903226	-13	1	-0.298850574712644	3	29
KATNBL1	2	11	4	0	300.96	601.92	15	1	0.00630252100840335	-Inf	0.467685236262114	-0.846153846153846	4	13
KAZALD1	2	7	3	6	247.5	495	15	1	1	-0.75	1	-0.111111111111111	9	9
KBP	3	19	0	3	483.12	966.24	15	1	1	1	1	0.136363636363636	3	22
KBTBD11	8	59	2	7	579.81	1159.62	15	1	0.337038980917221	-1.10714285714286	1	-0.102819237147595	9	67
KBTBD12	10	24	5	9	607.2	1214.4	15	1	0.73804599365611	-0.333333333333333	1	-0.0630252100840336	14	34
KBTBD13	4	14	3	8	454.41	908.82	15	1	1	-0.3125	1	-0.0505050505050505	11	18
KBTBD2	3	22	0	3	617.76	1235.52	15	1	1	1	1	0.12	3	25
KBTBD3	0	13	1	2	608.85	1217.7	15	1	0.1875	-Inf	1	-0.333333333333333	3	13
KBTBD4	1	22	0	4	524.37	1048.74	15	1	1	1	1	0.0434782608695652	4	23
KBTBD8	2	12	1	2	590.7	1181.4	15	1	0.464705882352941	-2	1	-0.19047619047619	3	14
KCNA1	1	10	0	0	487.08	974.16	15	1	1	NA	1	NA	0	11
KCNA10	5	30	4	12	510.18	1020.36	15	1	0.435984276893857	-1	1	-0.107142857142857	16	35
KCNA2	0	29	0	3	495	990	15	1	1	NA	1	0	3	29
KCNA3	4	24	3	3	501.93	1003.86	15	1	0.0856819520203672	-5	0.950356516076024	-0.357142857142857	6	28
KCNA4	4	18	3	8	654.39	1308.78	15	1	0.66096588802373	-0.6875	1	-0.0909090909090909	11	22
KCNA5	5	33	1	0	497.97	995.94	15	1	0.153846153846154	-Inf	1	-0.868421052631579	1	38
KCNA6	4	30	3	6	476.19	952.38	15	1	0.146571787823243	-2.75	1	-0.215686274509804	9	34
KCNAB1	1	6	1	9	338.58	677.16	15	1	1	0.333333333333333	1	0.0428571428571428	10	7
KCNAB2	2	19	8	2	395.01	790.02	15	1	0.000217824766840582	-37	0.111675492225535	-0.704761904761905	10	21
KCNB1	3	21	1	2	719.73	1439.46	15	1	0.394529914529914	-2.5	1	-0.208333333333333	3	24
KCNB2	9	26	0	1	725.67	1451.34	15	1	1	1	1	0.257142857142857	1	35
KCNC1	0	8	0	3	589.38	1178.76	15	1	1	NA	1	0	3	8
KCNC2	2	18	1	1	405.9	811.8	15	1	0.25974025974026	-8	1	-0.4	2	20
KCNC4	0	21	0	2	588.72	1177.44	15	1	1	NA	1	0	2	21
KCND2	8	19	1	1	482.79	965.58	15	1	0.532019704433498	-1.375	1	-0.203703703703704	2	27
KCND3	8	6	0	3	440.55	881.1	15	1	0.205882352941176	1	1	0.571428571428571	3	14
KCNE1	3	7	2	3	125.73	251.46	15	1	1	-0.555555555555556	1	-0.1	5	10
KCNE2	1	5	0	0	124.74	249.48	15	1	1	NA	1	NA	0	6
KCNE4	4	5	1	1	162.36	324.72	15	1	1	-0.25	1	-0.0555555555555556	2	9
KCNE5	1	2	0	1	99	198	15	1	1	1	1	0.333333333333333	1	3
KCNG1	1	15	1	2	503.91	1007.82	15	1	0.298245614035088	-6.5	1	-0.270833333333333	3	16
KCNG2	9	11	4	8	512.82	1025.64	15	1	0.712792682000014	0.388888888888889	1	0.116666666666667	12	20
KCNG3	0	8	0	6	403.59	807.18	15	1	1	NA	1	0	6	8
KCNG4	1	17	2	4	506.88	1013.76	15	1	0.143280632411067	-7.5	1	-0.277777777777778	6	18
KCNH2	0	5	0	7	368.61	737.22	15	1	1	NA	1	0	7	5
KCNH5	8	26	0	3	543.18	1086.36	15	1	1	1	1	0.235294117647059	3	34
KCNH6	4	26	4	12	1133.55	2267.1	15	1	0.421090980833515	-1.16666666666667	1	-0.116666666666667	16	30
KCNH7	9	30	4	0	1115.73	2231.46	15	1	0.00579369581071227	-Inf	0.467685236262114	-0.769230769230769	4	39
KCNH8	10	30	1	0	754.38	1508.76	15	1	0.268292682926829	-Inf	1	-0.75	1	40
KCNJ1	1	9	2	1	368.28	736.56	15	1	0.108391608391608	-17	0.985224113668503	-0.566666666666667	3	10
KCNJ11	0	14	0	6	391.38	782.76	15	1	1	NA	1	0	6	14
KCNJ12	0	16	0	4	425.7	851.4	15	1	1	NA	1	0	4	16
KCNJ13	6	20	4	1	363.33	726.66	15	1	0.0274378939562477	-12.3333333333333	0.761210061313465	-0.569230769230769	5	26
KCNJ14L	25	35	3	4	531.63	1063.26	15	1	1	-0.05	1	-0.0119047619047619	7	60
KCNJ15	0	18	0	0	399.96	799.92	15	1	1	NA	1	NA	0	18
KCNJ16	5	22	1	3	425.7	851.4	15	1	1	-0.466666666666667	1	-0.0648148148148148	4	27
KCNJ2	0	15	0	6	423.72	847.44	15	1	1	NA	1	0	6	15
KCNJ3	1	13	1	10	465.96	931.92	15	1	1	-0.3	1	-0.0194805194805195	11	14
KCNJ4	0	17	0	3	451.44	902.88	15	1	1	NA	1	0	3	17
KCNJ5	5	13	0	1	420.75	841.5	15	1	1	1	1	0.277777777777778	1	18
KCNJ8	0	27	3	1	417.78	835.56	15	1	0.00088987764182425	-Inf	0.24410961674588	-0.75	4	27
KCNJ9	1	16	3	11	443.19	886.38	15	1	0.304115684093437	-3.36363636363636	1	-0.15546218487395	14	17
KCNK10	4	24	1	1	530.31	1060.62	15	1	0.310344827586207	-5	1	-0.357142857142857	2	28
KCNK12	4	10	1	3	346.17	692.34	15	1	1	0.166666666666667	1	0.0357142857142857	4	14
KCNK13	2	9	0	4	359.04	718.08	15	1	1	1	1	0.181818181818182	4	11
KCNK15	2	8	3	5	321.75	643.5	15	1	0.607843137254902	-1.4	1	-0.175	8	10
KCNK16	3	9	0	0	292.05	584.1	15	1	1	NA	1	NA	0	12
KCNK17	3	11	0	1	259.71	519.42	15	1	1	1	1	0.214285714285714	1	14
KCNK18	2	7	0	3	393.03	786.06	15	1	1	1	1	0.222222222222222	3	9
KCNK2	7	16	1	2	502.92	1005.84	15	1	1	-0.142857142857143	1	-0.0289855072463768	3	23
KCNK4	0	9	1	2	316.8	633.6	15	1	0.25	-Inf	1	-0.333333333333333	3	9
KCNK5	3	12	1	2	422.73	845.46	15	1	1	-1	1	-0.133333333333333	3	15
KCNK9	1	7	0	0	280.17	560.34	15	1	1	NA	1	NA	0	8
KCNMA1	9	14	0	0	725.67	1451.34	15	1	1	NA	1	NA	0	23
KCNMB1	2	10	3	4	198.99	397.98	15	1	0.304695562435501	-2.75	1	-0.261904761904762	7	12
KCNMB4	0	3	0	1	122.43	244.86	15	1	1	NA	1	0	1	3
KCNN1	6	1	0	0	553.74	1107.48	15	1	1	NA	1	NA	0	7
KCNN2	0	3	1	0	396.33	792.66	15	1	0.25	-Inf	1	-1	1	3
KCNN3	0	4	0	9	397.65	795.3	15	1	1	NA	1	0	9	4
KCNQ1	9	10	0	1	407.88	815.76	15	1	1	1	1	0.473684210526316	1	19
KCNQ2	3	20	1	13	784.41	1568.82	15	1	1	0.487179487179487	1	0.0590062111801242	14	23
KCNQ3	4	18	0	2	763.29	1526.58	15	1	1	1	1	0.181818181818182	2	22
KCNQ4	5	5	3	9	266.64	533.28	15	1	0.377708978328174	0.666666666666667	1	0.25	12	10
KCNQ5	3	12	3	6	790.02	1580.04	15	1	0.63490742666944	-1	1	-0.133333333333333	9	15
KCNRG	23	23	8	6	294.36	588.72	15	1	0.763391441898727	-0.333333333333333	1	-0.0714285714285714	14	46
KCNS1	4	11	1	9	464.97	929.94	15	1	0.614624505928854	0.694444444444444	1	0.166666666666667	10	15
KCNS2	0	10	1	3	473.22	946.44	15	1	0.285714285714286	-Inf	1	-0.25	4	10
KCNS3	4	16	0	0	490.05	980.1	15	1	1	NA	1	NA	0	20
KCNT1	4	49	3	27	1207.47	2414.94	15	1	0.699340693581628	-0.361111111111111	1	-0.0245283018867925	30	53
KCNT2	3	42	3	5	1162.26	2324.52	15	1	0.0377431669329561	-7.4	0.789311843512415	-0.308333333333333	8	45
KCNU1	35	25	3	4	899.91	1799.82	15	1	0.45551723369963	0.464285714285714	1	0.154761904761905	7	60
KCNV1	1	19	2	4	501.93	1003.86	15	1	0.123076923076923	-8.5	1	-0.283333333333333	6	20
KCNV2	3	34	6	5	560.34	1120.68	15	1	0.00227515645635987	-12.6	0.334879262253954	-0.464373464373464	11	37
KCTD1	0	10	1	8	586.41	1172.82	15	1	0.473684210526316	-Inf	1	-0.111111111111111	9	10
KCTD14	5	12	1	2	241.56	483.12	15	1	1	-0.2	1	-0.0392156862745098	3	17
KCTD15	0	4	0	0	258.39	516.78	15	1	1	NA	1	NA	0	4
KCTD16	4	16	1	5	472.23	944.46	15	1	1	0.2	1	0.0333333333333334	6	20
KCTD17	0	6	0	0	239.58	479.16	15	1	1	NA	1	NA	0	6
KCTD18	25	12	7	5	302.94	605.88	15	1	0.728673957926183	0.328	1	0.0923423423423423	12	37
KCTD19	39	40	8	10	845.79	1691.58	15	1	0.796715936145436	0.17948717948718	1	0.049226441631505	18	79
KCTD20	12	19	2	0	434.61	869.22	15	1	0.172348484848485	-Inf	1	-0.612903225806452	2	31
KCTD21	0	11	0	1	258.39	516.78	15	1	1	NA	1	0	1	11
KCTD3	7	44	1	3	783.42	1566.84	15	1	0.477019835510402	-1.0952380952381	1	-0.112745098039216	4	51
KCTD4	0	10	2	3	255.42	510.84	15	1	0.0952380952380952	-Inf	0.960983694935281	-0.4	5	10
KCTD5	1	7	0	1	221.1	442.2	15	1	1	1	1	0.125	1	8
KCTD6	0	4	0	1	235.62	471.24	15	1	1	NA	1	0	1	4
KCTD8	1	14	0	1	198.66	397.32	15	1	1	1	1	0.0666666666666667	1	15
KCTD9	0	19	1	6	370.26	740.52	15	1	0.269230769230769	-Inf	1	-0.142857142857143	7	19
KDELC1	4	19	2	1	436.92	873.84	15	1	0.123076923076923	-8.5	1	-0.492753623188406	3	23
KDELC2	3	6	2	5	437.25	874.5	15	1	1	0.2	1	0.0476190476190476	7	9
KDELR2	0	5	0	0	181.5	363	15	1	1	NA	1	NA	0	5
KDELR3	1	7	1	3	212.85	425.7	15	1	1	-1.33333333333333	1	-0.125	4	8
KDF1	7	22	1	3	413.82	827.64	15	1	1	-0.0476190476190477	1	-0.0086206896551724	4	29
KDM1A	12	24	4	8	879.12	1758.24	15	1	1	0	1	0	12	36
KDM1B	8	17	0	1	827.97	1655.94	15	1	1	1	1	0.32	1	25
KDM2A	6	33	3	8	1095.27	2190.54	15	1	0.392235858007338	-1.0625	1	-0.118881118881119	11	39
KDM2B	1	7	1	6	669.9	1339.8	15	1	1	-0.166666666666667	1	-0.0178571428571428	7	8
KDM3A	12	64	3	10	1295.25	2590.5	15	1	0.453742366129871	-0.6	1	-0.0728744939271255	13	76
KDM3B	13	42	5	5	1650	3300	15	1	0.123999834104007	-2.23076923076923	1	-0.263636363636364	10	55
KDM4A	9	33	3	7	898.26	1796.52	15	1	0.679159201059681	-0.571428571428571	1	-0.0857142857142857	10	42
KDM4B	26	5	1	0	1405.14	2810.28	15	1	1	-Inf	1	-0.161290322580645	1	31
KDM4C	16	10	1	1	340.56	681.12	15	1	1	0.375	1	0.115384615384615	2	26
KDM5A	10	40	2	6	1661.22	3322.44	15	1	0.664911800369277	-0.333333333333333	1	-0.05	8	50
KDM5B	3	44	2	8	1460.91	2921.82	15	1	0.207665389889819	-2.66666666666667	1	-0.136170212765957	10	47
KDM6A	5	11	2	3	1284.36	2568.72	15	1	1	-0.466666666666667	1	-0.0875	5	16
KDM7A	2	24	1	3	859.65	1719.3	15	1	0.359605911330049	-3	1	-0.173076923076923	4	26
KDM8	6	15	2	2	395.01	790.02	15	1	0.5699604743083	-1.5	1	-0.214285714285714	4	21
KDR	13	62	4	15	1315.38	2630.76	15	1	0.741993166033222	-0.271794871794872	1	-0.0371929824561403	19	75
KEL	35	29	2	5	819.39	1638.78	15	1	0.247988565346052	0.668571428571429	1	0.261160714285714	7	64
KERA	5	3	1	0	350.46	700.92	15	1	1	-Inf	1	-0.375	1	8
KHDC4	6	16	0	1	484.11	968.22	15	1	1	1	1	0.272727272727273	1	22
KHDRBS1	0	5	0	1	331.65	663.3	15	1	1	NA	1	0	1	5
KHDRBS3	7	10	2	2	285.45	570.9	15	1	1	-0.428571428571429	1	-0.0882352941176471	4	17
KIAA0040	1	6	0	0	111.87	223.74	15	1	1	NA	1	NA	0	7
KIAA0100	24	81	12	60	2042.7	4085.4	15	1	0.347383108870721	0.325	1	0.0619047619047619	72	105
KIAA0232	9	23	8	4	1378.08	2756.16	15	1	0.0352734867168996	-4.11111111111111	0.788199921465956	-0.385416666666667	12	32
KIAA0319	33	41	10	6	1189.65	2379.3	15	1	0.270764678289839	-1.07070707070707	1	-0.179054054054054	16	74
KIAA0319L	22	42	3	10	1110.78	2221.56	15	1	0.529119166634344	0.427272727272727	1	0.112980769230769	13	64
KIAA0355	7	28	0	2	1048.41	2096.82	15	1	1	1	1	0.2	2	35
KIAA0408	32	34	9	4	1208.13	2416.26	15	1	0.229259736008196	-1.390625	1	-0.207459207459207	13	66
KIAA0430	20	64	3	6	1724.58	3449.16	15	1	0.684675915201195	-0.6	1	-0.0952380952380952	9	84
KIAA0513	3	5	1	5	297.66	595.32	15	1	0.580419580419581	0.666666666666667	1	0.208333333333333	6	8
KIAA0753	51	31	3	1	881.76	1763.52	15	1	1	-0.823529411764706	1	-0.128048780487805	4	82
KIAA0825	13	17	8	6	610.83	1221.66	15	1	0.520570073302769	-0.743589743589744	1	-0.138095238095238	14	30
KIAA0895	25	27	3	1	596.31	1192.62	15	1	0.610977701543739	-2.24	1	-0.269230769230769	4	52
KIAA0895L	0	11	0	5	287.43	574.86	15	1	1	NA	1	0	5	11
KIAA0922	25	43	6	4	1535.49	3070.98	15	1	0.18350327221028	-1.58	1	-0.232352941176471	10	68
KIAA1024	9	39	1	4	942.48	1884.96	15	1	1	-0.0833333333333333	1	-0.0125	5	48
KIAA1024L	11	6	1	0	238.59	477.18	15	1	1	-Inf	1	-0.352941176470588	1	17
KIAA1107	74	53	8	5	1704.12	3408.24	15	1	1	-0.145945945945946	1	-0.0327074500302847	13	127
KIAA1109	16	159	9	31	4872.45	9744.9	15	1	0.0268421949931193	-1.88508064516129	0.761210061313465	-0.133571428571429	40	175
KIAA1143	3	1	2	0	143.88	287.76	15	1	1	-Inf	1	-0.25	2	4
KIAA1147	1	11	1	1	363	726	15	1	0.274725274725275	-10	1	-0.416666666666667	2	12
KIAA1191	5	13	3	3	264.99	529.98	15	1	0.36176409402954	-1.6	1	-0.222222222222222	6	18
KIAA1210	44	29	9	6	995.94	1991.88	15	1	1	0.0113636363636364	1	0.00273972602739725	15	73
KIAA1211L	31	46	9	4	961.29	1922.58	15	1	0.0712293134708001	-2.33870967741935	0.908058284769907	-0.28971028971029	13	77
KIAA1217	24	51	9	14	1620.96	3241.92	15	1	0.615753628036139	-0.366071428571429	1	-0.071304347826087	23	75
KIAA1257	74	47	12	7	1262.25	2524.5	15	1	1	-0.0888030888030888	1	-0.0200086994345368	19	121
KIAA1324	3	7	4	10	289.08	578.16	15	1	1	0.0666666666666667	1	0.0142857142857143	14	10
KIAA1324L	4	37	2	2	957.33	1914.66	15	1	0.0799355683076613	-8.25	0.936566440349175	-0.402439024390244	4	41
KIAA1328	20	22	4	1	513.15	1026.3	15	1	0.347517730496454	-3.4	1	-0.323809523809524	5	42
KIAA1429	2	94	5	25	1803.78	3607.56	15	1	0.00839577152343541	-8.4	0.54233354502865	-0.145833333333333	30	96
KIAA1456	10	9	1	5	460.35	920.7	15	1	0.180434782608696	0.82	1	0.359649122807018	6	19
KIAA1462	44	43	19	16	1271.49	2542.98	15	1	0.841556250050807	-0.160511363636364	1	-0.0371100164203612	35	87
KIAA1468	5	23	3	6	926.64	1853.28	15	1	0.372695103245388	-1.3	1	-0.154761904761905	9	28
KIAA1522	24	58	13	18	867.24	1734.48	15	1	0.26145631220062	-0.74537037037037	1	-0.126671911880409	31	82
KIAA1524	19	51	13	5	879.12	1758.24	15	1	0.000714897730192321	-5.97894736842105	0.233065034151711	-0.450793650793651	18	70
KIAA1549	59	69	21	13	1905.09	3810.18	15	1	0.124241417864887	-0.889178617992177	1	-0.156709558823529	34	128
KIAA1549L	92	81	21	20	2216.28	4432.56	15	1	0.862979861947788	0.0755434782608696	1	0.0195967855632313	41	173
KIAA1551	117	79	18	5	1877.04	3754.08	15	1	0.112130713563389	-1.43076923076923	0.990055515037369	-0.18566992014197	23	196
KIAA1614	10	12	9	9	379.5	759	15	1	1	-0.2	1	-0.0454545454545455	18	22
KIAA1644	9	5	0	0	252.45	504.9	15	1	1	NA	1	NA	0	14
KIAA1671	97	88	27	19	2013.66	4027.32	15	1	0.510057364753938	-0.289202387411829	1	-0.0626321974148062	46	185
KIAA1683	45	23	7	7	405.9	811.8	15	1	0.361124908520018	0.488888888888889	1	0.161764705882353	14	68
KIAA1755	28	43	25	19	1033.56	2067.12	15	1	0.0844813001895249	-1.02067669172932	0.949431371776132	-0.17381562099872	44	71
KIAA1841	12	20	4	4	712.8	1425.6	15	1	0.690496879351368	-0.666666666666667	1	-0.125	8	32
KIAA1958	9	51	1	4	722.37	1444.74	15	1	0.578836783259047	-0.416666666666667	1	-0.05	5	60
KIAA2013	3	27	3	3	458.37	916.74	15	1	0.0451311022942902	-8	0.822543273817637	-0.4	6	30
KIAA2026	56	59	8	4	2051.61	4103.22	15	1	0.363817434951542	-1.10714285714286	1	-0.179710144927536	12	115
KIDINS220	5	54	3	7	1764.18	3528.36	15	1	0.0843037001281851	-3.62857142857143	0.949431371776132	-0.215254237288136	10	59
KIF11	24	35	2	4	1056.33	2112.66	15	1	1	0.270833333333333	1	0.0734463276836159	6	59
KIF12	8	2	3	4	199.32	398.64	15	1	0.161764705882353	0.8125	1	0.371428571428571	7	10
KIF13A	20	68	8	14	1903.11	3806.22	15	1	0.272358561816002	-0.942857142857143	1	-0.136363636363636	22	88
KIF13B	31	103	10	22	1969.11	3938.22	15	1	0.36499732740928	-0.510263929618768	1	-0.0811567164179104	32	134
KIF14	61	58	12	13	1646.37	3292.74	15	1	0.827928596440259	0.122320302648172	1	0.0326050420168067	25	119
KIF15	19	45	5	6	1307.13	2614.26	15	1	0.314300606850015	-0.973684210526316	1	-0.157670454545455	11	64
KIF16B	44	54	7	10	1873.08	3746.16	15	1	1	0.140909090909091	1	0.0372148859543818	17	98
KIF17	22	29	10	8	750.75	1501.5	15	1	0.417865918566331	-0.647727272727273	1	-0.124183006535948	18	51
KIF18A	30	36	6	4	921.69	1843.38	15	1	0.503247513491606	-0.8	1	-0.145454545454545	10	66
KIF18B	29	45	6	16	838.2	1676.4	15	1	0.449671992400558	0.418103448275862	1	0.119164619164619	22	74
KIF1A	4	35	5	22	1616.34	3232.68	15	1	0.469183610134173	-0.988636363636364	1	-0.0826210826210826	27	39
KIF1B	10	69	1	15	2361.48	4722.96	15	1	0.683705830633378	0.54	1	0.0640822784810127	16	79
KIF1BP	3	24	3	4	587.4	1174.8	15	1	0.0856819520203672	-5	0.950356516076024	-0.317460317460317	7	27
KIF20A	9	37	3	5	853.71	1707.42	15	1	0.356094339247809	-1.46666666666667	1	-0.179347826086957	8	46
KIF20AL	19	34	10	9	824.67	1649.34	15	1	0.276412435658296	-0.988304093567251	1	-0.167825223435948	19	53
KIF20B-KIF20BL	98	68	20	10	1908.39	3816.78	15	1	0.544190253345655	-0.387755102040816	1	-0.0763052208835341	30	166
KIF21A	3	23	1	2	601.92	1203.84	15	1	0.370552818828681	-2.83333333333333	1	-0.217948717948718	3	26
KIF21B	0	37	3	1	1026.63	2053.26	15	1	0.000375234521575985	-Inf	0.161908753078878	-0.75	4	37
KIF23	6	47	7	11	927.3	1854.6	15	1	0.0149983935172909	-3.98484848484848	0.642329698273754	-0.275681341719078	18	53
KIF24	35	53	2	5	1409.76	2819.52	15	1	0.701669444987001	0.394285714285714	1	0.112012987012987	7	88
KIF25	14	23	2	8	558.36	1116.72	15	1	0.45682557694784	0.589285714285714	1	0.178378378378378	10	37
KIF26A	31	79	9	4	1919.61	3839.22	15	1	0.00479347410385354	-4.73387096774194	0.460299276725364	-0.41048951048951	13	110
KIF26B	21	52	2	9	1667.16	3334.32	15	1	0.719218204328606	0.44973544973545	1	0.10585305105853	11	73
KIF27	22	55	4	2	1343.1	2686.2	15	1	0.0737583795440415	-4	0.913861472365723	-0.380952380952381	6	77
KIF2A	2	22	0	0	669.24	1338.48	15	1	1	NA	1	NA	0	24
KIF2B	22	29	7	8	651.42	1302.84	15	1	1	-0.153409090909091	1	-0.0352941176470588	15	51
KIF2C	11	32	3	7	715.11	1430.22	15	1	1	-0.246753246753247	1	-0.0441860465116279	10	43
KIF3C	0	11	3	9	578.16	1156.32	15	1	0.217391304347826	-Inf	1	-0.25	12	11
KIF4A	11	48	6	11	1215.72	2431.44	15	1	0.188228773582919	-1.3801652892562	1	-0.166500498504487	17	59
KIF5C	1	43	1	14	906.84	1813.68	15	1	0.447106954997078	-2.07142857142857	1	-0.0439393939393939	15	44
KIF6	40	30	1	3	862.29	1724.58	15	1	0.317988642704058	0.75	1	0.321428571428571	4	70
KIF7	19	57	14	14	1265.55	2531.1	15	1	0.0190074764866158	-2	0.683149554847669	-0.25	28	76
KIF9	30	75	9	16	783.75	1567.5	15	1	0.474557596647145	-0.40625	1	-0.0742857142857143	25	105
KIFAP3	3	28	3	7	795.3	1590.6	15	1	0.143464487495296	-3	1	-0.203225806451613	10	31
KIFC3	8	30	0	7	830.94	1661.88	15	1	0.321206568058525	1	1	0.210526315789474	7	38
KIN	4	19	2	3	378.51	757.02	15	1	0.285470085470086	-2.16666666666667	1	-0.226086956521739	5	23
KIRREL	4	2	1	3	251.13	502.26	15	1	0.523809523809524	0.833333333333333	1	0.416666666666667	4	6
KIRREL3	5	36	1	2	752.07	1504.14	15	1	0.363032316520689	-2.6	1	-0.211382113821138	3	41
KIT	3	27	1	4	929.28	1858.56	15	1	0.476604278074866	-1.25	1	-0.1	5	30
KIZ	44	29	7	5	592.02	1184.04	15	1	1	0.0772727272727273	1	0.0194063926940639	12	73
KL	12	37	7	14	954.03	1908.06	15	1	0.559099593798825	-0.541666666666667	1	-0.0884353741496599	21	49
KLB	9	50	2	7	996.93	1993.86	15	1	0.631158640299297	-0.587301587301587	1	-0.0696798493408663	9	59
KLC1	7	20	1	1	705.87	1411.74	15	1	0.482758620689655	-1.85714285714286	1	-0.240740740740741	2	27
KLF10	4	22	0	2	279.18	558.36	15	1	1	1	1	0.153846153846154	2	26
KLF13	6	9	0	2	275.22	550.44	15	1	0.514705882352941	1	1	0.4	2	15
KLF15	6	14	1	1	399.96	799.92	15	1	1	-1.33333333333333	1	-0.2	2	20
KLF2	5	12	1	4	344.52	689.04	15	1	1	0.4	1	0.0941176470588235	5	17
KLF3	2	9	0	3	344.52	689.04	15	1	1	1	1	0.181818181818182	3	11
KLF4	0	5	2	5	130.35	260.7	15	1	0.46969696969697	-Inf	1	-0.285714285714286	7	5
KLF5	0	11	1	3	366.3	732.6	15	1	0.266666666666667	-Inf	1	-0.25	4	11
KLF6	1	11	1	0	281.16	562.32	15	1	0.153846153846154	-Inf	1	-0.916666666666667	1	12
KLF7	0	10	1	0	271.26	542.52	15	1	0.0909090909090909	-Inf	0.953786405978059	-1	1	10
KLF8	8	15	0	1	320.43	640.86	15	1	1	1	1	0.347826086956522	1	23
KLHDC1	2	10	0	2	442.53	885.06	15	1	1	1	1	0.166666666666667	2	12
KLHDC10	3	24	1	11	362.34	724.68	15	1	1	0.272727272727273	1	0.0277777777777778	12	27
KLHDC2	5	24	1	6	413.82	827.64	15	1	1	0.2	1	0.0295566502463054	7	29
KLHDC3	0	20	0	9	377.85	755.7	15	1	1	NA	1	0	9	20
KLHDC4	11	21	4	8	572.88	1145.76	15	1	1	0.0454545454545454	1	0.0104166666666667	12	32
KLHDC7A	29	21	11	11	697.29	1394.58	15	1	0.610361051187338	0.275862068965517	1	0.08	22	50
